ID,WhosData,Date,InterviewTime,Interviewer,Transect,Access,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,TimesInTwenty,TimesInNineteen,Covid,Meta.x,Meta.y,Use.x,Use.y,ActivityDate,FishingType,BaitLure,TimeStartEX,TimeOutEx,MedianTimeEX,DecMedianTimeEX,HoursEx,DecHoursEx,MaxDepth,KeptUndam,ReleasedUndam,TotalUndam,DP,TotalHooked,PerDP,ProDP,Species,WhyLeaveEx,Activity,TimeStartNEX,TimeEndNEX,MedianTimeNEX,DecMedianTimeNEX,HoursNEX,DecHourNEX,DivingDepth,WhyThisSite,WhyLeaveNEX,DaysOfYrFishedBoat,DaysOfYrFishedShore,DaysOfYrFished,DaysOfYrNEX,YrsFishing,YrsNEX,DiveCert,DiveNum,YrBorn,Postcode,Accom,Sex,Party,BoatLength,BoatType,BoatName,Comments
234,Jon,06/04/16,13:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9466967,-21.91987965,06/04/16,Demersel,Bait,11:30,12:30,12:00,12,01:00,1,10,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ee238,Another entry for this boat for fishing with floating bait
243,Jon,06/04/16,17:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8866538,-21.82966883,06/04/16,Demersel,Bait,12:00,16:00,14:00,14,04:00,4,100,NA,NA,5,6,11,54.54545455,0.545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dp636,$80
245,Jon,07/04/16,12:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2838538,-21.80269121,07/04/16,Demersel,Bait,09:30,12:30,11:00,11,03:00,3,25,NA,NA,25,0,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bg255,
250,Jon,08/04/16,15:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1472753,-22.21838705,08/04/16,Demersel,Bait,11:00,14:45,12:52,12.87,03:45,3.75,5,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,By972,
252,Jon,08/04/16,16:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2230747,-22.35737796,08/04/16,Demersel,Bait,09:30,13:00,11:15,11.25,03:30,3.5,10,NA,NA,15,1,16,6.25,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bx500,
253,Jon,08/04/16,16:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.5072293,-21.53576479,08/04/16,Demersel,Bait,05:00,14:30,09:45,9.75,09:30,9.5,75,NA,NA,25,3,28,10.71428571,0.107142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eq561,"$50 in lost gear, another entry for this boat for trolling"
256,Jon,09/04/16,13:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9166148,-21.7966011,09/04/16,Demersel,Bait,09:00,11:45,10:22,10.37,02:45,2.75,100,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43694, bad habit",
257,Jon,09/04/16,14:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9013906,-21.995663,09/04/16,Demersel,Bait,07:15,11:00,09:07,9.12,03:45,3.75,30,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E0554,
258,Jon,09/04/16,14:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9900298,-21.79189514,09/04/16,Demersel,Bait,09:00,13:00,11:00,11,04:00,4,100,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EQ961,
259,Jon,09/04/16,14:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.7550399,-22.18370274,09/04/16,Demersel,Bait,07:45,13:30,10:37,10.62,05:45,5.75,225,NA,NA,10,8,18,44.44444444,0.444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EO125,$100 lost in sinkers and hooks
267,Jon,09/04/16,16:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9298039,-21.95946423,09/04/16,Trolling,Lure,12:00,13:30,12:45,12.75,01:30,1.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BP500,Another entry for this boat for bottom fishing
268,Jon,09/04/16,11:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8789293,-21.9178371,09/04/16,Trolling,Lure,07:15,10:45,09:00,9,03:30,3.5,5,NA,NA,0,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EL904,
269,Jon,09/04/16,15:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8609815,-21.98529353,09/04/16,Trolling,Lure,06:00,14:30,10:15,10.25,08:30,8.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ez657,
270,Jon,09/04/16,16:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8725527,-21.99587602,09/04/16,Demersel,,08:30,14:30,11:30,11.5,06:00,6,110,NA,NA,12,2,14,14.28571429,0.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, BP500,Another entry for this boat for trolling
273,Jon,10/04/16,17:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1153273,-21.78255315,10/04/16,Demersel,Bait,14:00,15:30,14:45,14.75,01:30,1.5,25,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dw237,
280,Jon,12/04/16,15:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7887558,-23.04148004,12/04/16,Demersel,Bait,09:00,14:30,11:45,11.75,05:30,5.5,5,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ag461, dr hook",Another entry for trolling
283,Jon,12/04/16,12:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7376421,-23.17970977,12/04/16,Trolling,Lure,09:30,12:00,10:45,10.75,02:30,2.5,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81108,
284,Jon,12/04/16,13:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7159039,-23.25815819,12/04/16,Demersel,Bait,10:00,12:15,11:07,11.12,02:15,2.25,70,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dj254,
285,Jon,12/04/16,13:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7592292,-23.07112487,12/04/16,Demersel,Bait,09:00,11:45,10:22,10.37,02:45,2.75,10,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bu499,Another entry for squidding 
289,Jon,12/04/16,15:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6662168,-23.03682074,12/04/16,Demersel,Bait,12:30,15:00,13:45,13.75,02:30,2.5,70,NA,NA,10,3,13,23.07692308,0.230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bx192,$20
291,Jon,12/04/16,16:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6667863,-23.01882029,12/04/16,Demersel,Bait,09:00,11:00,10:00,10,02:00,2,70,NA,NA,2,2,4,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dw855,"$30 hooks and sinkers, another entry for bottom fishing in a different spot"
293,Jon,12/04/16,16:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.771127,-23.10288058,12/04/16,Demersel,Bait,12:00,16:00,14:00,14,04:00,4,10,NA,NA,15,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Do877,
294,Jon,12/04/16,16:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7853221,-23.01533882,12/04/16,Demersel,Bait,10:30,15:30,13:00,13,05:00,5,35,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ex349,
298,Jon,12/04/16,14:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.761256,-23.21825506,12/04/16,Demersel,Bait,10:00,14:00,12:00,12,04:00,4,10,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"989, Aussie spirit too",
300,Jon,12/04/16,17:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7384355,-23.2112297,12/04/16,Demersel,,10:30,,10:30,10.5,,NA,60,NA,NA,9,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eh064,
301,Jon,12/04/16,17:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7093117,-23.33373562,12/04/16,Demersel,Bait,09:00,16:30,12:45,12.75,07:30,7.5,70,NA,NA,30,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Er369, 29445qc",also had number 29445qc
302,Jon,12/04/16,18:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7457941,-23.20310864,12/04/16,Demersel,Bait,14:30,,14:30,14.5,,NA,40,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,
305,Jon,13/04/16,16:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.210643,-21.82990398,13/04/16,Demersel,Bait,08:00,12:00,10:00,10,04:00,4,20,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eu637,Another entry for trolling
306,Jon,13/04/16,16:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2077868,-21.79333041,13/04/16,Trolling,Lure,,,,NA,,NA,5,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Another entry for bottom fishing
307,Jon,13/04/16,17:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2330594,-21.59280505,13/04/16,Demersel,Bait,10:30,16:00,13:15,13.25,05:30,5.5,85,NA,NA,10,6,16,37.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dt540,"$40, another entry for trolling"
308,Jon,13/04/16,17:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2996707,-21.72203767,13/04/16,Trolling,Lure,,,,NA,,NA,5,NA,NA,0,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dt540,Another entry for bottom fishing
311,Jon,13/04/16,16:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2186159,-21.8269312,13/04/16,Demersel,Bait,10:00,13:00,11:30,11.5,03:00,3,30,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ej458,Another entry for trolling
312,Jon,13/04/16,16:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2854854,-21.68014986,13/04/16,Demersel,Bait,11:00,15:30,13:15,13.25,04:30,4.5,20,NA,NA,33,2,35,5.714285714,0.057142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,"$20, another entry for trolling"
315,Jon,14/04/16,11:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9648547,-21.89787955,14/04/16,Demersel,Bait,07:30,10:45,09:07,9.12,03:15,3.25,20,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dm769,Another entry for trolling
316,Jon,14/04/16,13:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9151656,-21.9252819,14/04/16,Demersel,Bait,09:00,13:00,11:00,11,04:00,4,50,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bg234,
318,Jon,14/04/16,15:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8352047,-21.96160584,14/04/16,Demersel,Bait,09:45,14:30,12:07,12.12,04:45,4.75,100,NA,NA,6,2,8,25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bs325, mad knot 2",Another entry for trolling 
319,Jon,14/04/16,15:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8770145,-21.96543625,14/04/16,Trolling,Lure,,,,NA,,NA,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bs325, mad knot 2",Another entry for bottom fishing 
323,Jon,14/04/16,16:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8136574,-22.13744565,14/04/16,Trolling,Lure,09:00,15:30,12:15,12.25,06:30,6.5,5,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,
326,Jon,14/04/16,17:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9161136,-21.93026288,14/04/16,Trolling,Lure,,,,NA,,NA,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ei898,Another entry for bottom fishing 
327,Jon,14/04/16,17:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9917728,-21.83682046,14/04/16,Demersel,Bait,09:30,16:30,13:00,13,07:00,7,30,NA,NA,13,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bu999,Another entry for trolling 
333,Jon,14/04/16,18:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0124767,-21.80606328,14/04/16,Trolling,Lure,16:00,17:00,16:30,16.5,01:00,1,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed948,Another entry for spearfishing 
339,Jon,14/04/16,17:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9018333,-21.9564293,14/04/16,Demersel,Bait,12:00,16:00,14:00,14,04:00,4,60,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ei898,Another entry for trolling 
341,Jon,14/04/16,18:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9602302,-21.91896373,14/04/16,Demersel,Bait,12:00,18:00,15:00,15,06:00,6,5,NA,NA,15,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,
344,Jon,15/04/16,13:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6459586,-23.01007996,15/04/16,Demersel,Bait,09:00,12:00,10:30,10.5,03:00,3,70,NA,NA,9,1,10,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ea602,
345,Jon,15/04/16,15:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.4698071,-23.19692643,15/04/16,Demersel,Bait,12:00,14:30,13:15,13.25,02:30,2.5,100,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EL086,
346,Jon,15/04/16,22:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7664824,-23.06533472,15/04/16,Demersel,Bait,12:00,13:00,12:30,12.5,01:00,1,25,NA,NA,0,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dx255,"$10, another entry for trolling "
349,Jon,15/04/16,17:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6179963,-23.16314537,15/04/16,Demersel,Bait,13:00,16:30,14:45,14.75,03:30,3.5,75,NA,NA,4,2,6,33.33333333,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL749,$30
353,Jon,17/04/16,13:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6940693,-22.89262534,17/04/16,Demersel,Bait,08:00,12:45,10:22,10.37,04:45,4.75,60,NA,NA,20,1,21,4.761904762,0.047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84573,Another entry for trolling 
355,Jon,17/04/16,15:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.5974488,-23.20362277,17/04/16,Demersel,Bait,09:00,15:00,12:00,12,06:00,6,65,NA,NA,9,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bs336, quantum leap",
357,Jon,17/04/16,16:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.727262,-23.31777524,17/04/16,Demersel,Bait,10:30,12:30,11:30,11.5,02:00,2,45,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eh014,
358,Jon,17/04/16,16:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.772883,-23.09627274,17/04/16,Demersel,Bait,08:00,10:00,09:00,9,02:00,2,10,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bd116,Another entry for squidding 
359,Jon,17/04/16,16:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.4166178,-23.21165597,17/04/16,Demersel,Bait,08:30,16:00,12:15,12.25,07:30,7.5,150,NA,NA,21,0,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,As173,Another entry for trolling 
362,Jon,17/04/16,16:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.4338046,-23.15388129,17/04/16,Demersel,Bait,09:00,16:00,12:30,12.5,07:00,7,150,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es061,
364,Jon,18/04/16,17:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1789149,-21.75439385,18/04/16,Demersel,Bait,11:00,15:15,13:07,13.12,04:15,4.25,15,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ea842,Another entry for trolling 
366,Jon,18/04/16,13:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1763064,-21.74521586,18/04/16,Demersel,Bait,10:00,13:15,11:37,11.62,03:15,3.25,30,NA,NA,11,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eo512,
371,Jon,18/04/16,18:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1384969,-21.78979952,18/04/16,Demersel,Bait,13:30,15:30,14:30,14.5,02:00,2,15,NA,NA,7,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Another entry for trolling 
374,Jon,19/04/16,13:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9940703,-21.84160811,19/04/16,Demersel,Bait,09:00,11:30,10:15,10.25,02:30,2.5,30,NA,NA,6,5,11,45.45454545,0.454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ey504,Another entry for trolling 
375,Jon,19/04/16,14:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8354292,-21.94428827,19/04/16,Trolling,Lure,08:00,13:30,10:45,10.75,05:30,5.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ej824,
376,Jon,19/04/16,14:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8406513,-22.02417533,19/04/16,Trolling,Lure,09:30,12:30,11:00,11,03:00,3,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ej190,
377,Jon,19/04/16,14:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9555977,-21.87205672,19/04/16,Demersel,Bait,09:30,11:30,10:30,10.5,02:00,2,50,NA,NA,2,3,5,60,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ew551,$20
