ID,WhosData,Date,InterviewTime,Interviewer,Transect,Access,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,TimesInTwenty,TimesInNineteen,Covid,Meta.x,Meta.y,Use.x,Use.y,ActivityDate,FishingType,BaitLure,TimeStartEX,TimeOutEx,MedianTimeEX,DecMedianTimeEX,HoursEx,DecHoursEx,MaxDepth,KeptUndam,ReleasedUndam,TotalUndam,DP,TotalHooked,PerDP,ProDP,Species,WhyLeaveEx,Activity,TimeStartNEX,TimeEndNEX,MedianTimeNEX,DecMedianTimeNEX,HoursNEX,DecHourNEX,DivingDepth,WhyThisSite,WhyLeaveNEX,DaysOfYrFishedBoat,DaysOfYrFishedShore,DaysOfYrFished,DaysOfYrNEX,YrsFishing,YrsNEX,DiveCert,DiveNum,YrBorn,Postcode,Accom,Sex,Party,BoatLength,BoatType,BoatName,Comments
113,Jon,30/07/15,14:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9349229,-21.93726326,30/07/15,Demersel,Bait,10:15,14:30,12:22,12.37,04:15,4.25,10,NA,NA,60,0,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Dj749,"60 fish caught, none lost, 4m white metal boat"
114,Jon,30/07/15,14:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8481069,-21.93377085,30/07/15,Demersel,Bait,,,,NA,,NA,100,NA,NA,14,6,20,30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,44659,"14 fish caught, 6 lost, 5m white fibreglass boat"
115,Jon,30/07/15,14:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8339329,-21.95020499,30/07/15,Demersel,Bait,,,,NA,,NA,110,NA,NA,8,1,9,11.11111111,0.111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,4,C,Ar260,"8 fish caught, 1lost, 4m tinny"
116,Jon,30/07/15,15:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8272888,-21.9808085,30/07/15,Demersel,Bait,,,,NA,,NA,100,NA,NA,4,4,8,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Er163,"4fish caught, 4 lost, 4m metal boat"
119,Jon,30/07/15,16:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0819678,-21.77713729,30/07/15,Demersel,Bait,08:30,15:15,11:52,11.87,06:45,6.75,30,NA,NA,25,5,30,16.66666667,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,67923,"25 fish caught, 5 lost, 4 m white metal boat"
122,Jon,30/07/15,15:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9048031,-21.96417251,30/07/15,Trolling,Lure,06:30,15:00,10:45,10.75,08:30,8.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Ek140,"1fish caught, 5m yellow fibreglass boat with covered console "
123,Jon,30/07/15,17:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8586475,-22.13318962,30/07/15,Trolling,Lure,,,,NA,,NA,5,NA,NA,4,1,5,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Eq479,"4 fish caught, 1 lost, 7m blue hull fibreglass boat"
124,Jon,30/07/15,18:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8326822,-21.94710697,30/07/15,Trolling,Lure,06:00,17:45,11:52,11.87,11:45,11.75,5,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Bm396,"6 fish caught, 6m white metal boat"
130,Jon,31/07/15,13:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2705125,-21.74118905,31/07/15,Demersel,Bait,,,,NA,,NA,20,NA,NA,58,0,58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Db625, choomy","58 fish caught, 5m white metal boat with black shade "
132,Jon,31/07/15,17:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.4152588,-21.63083142,31/07/15,Trolling,Lure,11:00,11:30,11:15,11.25,00:30,0.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Dc823,"1 sailfish caught only fishing for 15mins total, 5m white metal boat"
134,Jon,02/08/15,15:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.5050111,-22.07270896,02/08/15,Demersel,Bait,12:00,14:15,13:07,13.12,02:15,2.25,5,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Cut snake,"6fish caugh, 7m red covered fibreglass boat, "
140,Jon,23/09/15,15:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1208581,-22.14872519,23/09/15,Demersel,Bait,11:00,15:00,13:00,13,04:00,4,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,61742,Small tiger shark hooked in shallows
146,Jon,23/09/15,16:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.0544,-21.67006165,23/09/15,Demersel,Bait,08:00,15:45,11:52,11.87,07:45,7.75,100,NA,NA,10,1,11,9.090909091,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Au466, cool runnin",
147,Jon,23/09/15,17:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3184067,-21.64848578,23/09/15,Trolling,Lure,09:00,12:00,10:30,10.5,03:00,3,5,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es276,Next entry also this boat  one entry for bottom fishing one for trolling
148,Jon,24/09/15,15:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9919034,-21.82183496,24/09/15,Demersel,Bait,08:30,15:00,11:45,11.75,06:30,6.5,50,NA,NA,0,7,7,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dw066,
150,Jon,24/09/15,11:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.1076852,-21.75481874,24/09/15,Trolling,Lure,06:30,10:45,08:37,8.62,04:15,4.25,5,NA,NA,4,1,5,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bd628,
156,Jon,24/09/15,17:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8288635,-22.02391097,24/09/15,Trolling,Lure,08:00,17:00,12:30,12.5,09:00,9,5,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Hire boat leos
157,Jon,24/09/15,18:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8151328,-22.00223037,24/09/15,Demersel,Bait,10:00,15:00,12:30,12.5,05:00,5,250,NA,NA,5,2,7,28.57142857,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dv978,
158,Jon,24/09/15,18:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9173422,-21.90877415,24/09/15,Trolling,Lure,12:00,14:00,13:00,13,02:00,2,5,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ef698,
159,Jon,24/09/15,18:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8553314,-21.96771662,24/09/15,Trolling,Lure,13:00,18:00,15:30,15.5,05:00,5,5,NA,NA,0,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bj451,
164,Jon,25/09/15,13:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.205777,-21.83301056,25/09/15,Trolling,Lure,10:00,12:00,11:00,11,02:00,2,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dw815,
174,Jon,02/10/15,15:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2161171,-22.04565322,02/10/15,Demersel,Bait,11:00,15:30,13:15,13.25,04:30,4.5,20,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Du881,
176,Jon,02/10/15,11:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.4839829,-21.87293463,02/10/15,Demersel,Bait,07:30,10:00,08:45,8.75,02:30,2.5,15,NA,NA,10,1,11,9.090909091,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ee431,
177,Jon,02/10/15,14:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2111897,-22.06563124,02/10/15,Trolling,Lure,10:30,12:00,11:15,11.25,01:30,1.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Em155,
178,Jon,02/10/15,14:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1608058,-21.72331971,02/10/15,Demersel,Bait,12:30,13:45,13:07,13.12,01:15,1.25,20,NA,NA,2,2,4,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6980,
180,Jon,02/10/15,15:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3943314,-22.14877013,02/10/15,Trolling,Lure,09:00,14:30,11:45,11.75,05:30,5.5,5,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Df669,
181,Jon,02/10/15,15:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1720295,-22.08375143,02/10/15,Demersel,Bait,11:00,14:30,12:45,12.75,03:30,3.5,15,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68132,
186,Jon,02/10/15,17:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.0669547,-21.78199344,02/10/15,Trolling,Lure,11:00,14:00,12:30,12.5,03:00,3,5,NA,NA,7,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es553,
189,Jon,03/10/15,12:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9105212,-21.93654809,03/10/15,Trolling,Lure,09:30,12:30,11:00,11,03:00,3,5,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
192,Jon,04/10/15,15:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7907502,-23.03215597,04/10/15,Demersel,Bait,09:00,14:45,11:52,11.87,05:45,5.75,10,NA,NA,32,3,35,8.571428571,0.085714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,As848,
200,Jon,04/10/15,15:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.757557,-23.20743297,04/10/15,Demersel,Bait,12:30,14:30,13:30,13.5,02:00,2,10,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Et714,"Same as next entry this one bottom fishing, next one trolling"
201,Jon,04/10/15,16:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7630043,-23.05446032,04/10/15,Demersel,Bait,08:00,15:30,11:45,11.75,07:30,7.5,35,NA,NA,28,30,58,51.72413793,0.517241379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ef660,
203,Jon,05/10/15,13:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9539521,-21.87668215,05/10/15,Demersel,Bait,10:30,13:00,11:45,11.75,02:30,2.5,30,NA,NA,10,1,11,9.090909091,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Es539,
216,Jon,07/10/15,17:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2432669,-21.74230747,07/10/15,Demersel,Bait,11:00,16:15,13:37,13.62,05:15,5.25,20,NA,NA,9,2,11,18.18181818,0.181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70747,
221,Jon,10/10/15,14:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2390698,-21.8984101,10/10/15,Demersel,Bait,09:30,11:30,10:30,10.5,02:00,2,20,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dw112,
222,Jon,10/10/15,15:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.4427545,-21.78491451,10/10/15,Demersel,Bait,09:00,14:00,11:30,11.5,05:00,5,15,NA,NA,18,0,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ar44?,
224,Jon,10/10/15,16:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2140582,-21.76043673,10/10/15,Trolling,Lure,10:00,11:00,10:30,10.5,01:00,1,5,NA,NA,3,1,4,25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ee164,Same boat as next entry 
226,Jon,10/10/15,16:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.0982977,-21.62041898,10/10/15,Demersel,Bait,12:00,15:00,13:30,13.5,03:00,3,140,NA,NA,27,0,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7007,
229,Jon,10/10/15,17:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1106886,-21.63740119,10/10/15,Demersel,Bait,09:00,16:15,12:37,12.62,07:15,7.25,100,NA,NA,15,2,17,11.76470588,0.117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dj464,
235,Jon,06/04/16,13:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9597135,-21.87201494,06/04/16,Demersel,Bait,10:30,12:30,11:30,11.5,02:00,2,30,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dn977,
236,Jon,06/04/16,13:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8654243,-21.86453373,06/04/16,Demersel,Bait,11:30,13:30,12:30,12.5,02:00,2,100,NA,NA,0,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gc243,
237,Jon,06/04/16,13:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9580373,-21.91550375,06/04/16,Demersel,Bait,09:00,13:30,11:15,11.25,04:30,4.5,10,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37182,
238,Jon,06/04/16,15:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0114229,-21.80814196,06/04/16,Demersel,Bait,08:30,11:30,10:00,10,03:00,3,45,NA,NA,40,1,41,2.43902439,0.024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,En068,"$50 lost gear, another entry for trolling"
239,Jon,06/04/16,15:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9660075,-21.83596487,06/04/16,Trolling,Lure,11:30,13:30,12:30,12.5,02:00,2,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,En068,Another entry for bottom fishing
240,Jon,06/04/16,16:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8435585,-21.93198651,06/04/16,Trolling,Lure,12:00,15:30,13:45,13.75,03:30,3.5,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ex408,
242,Jon,06/04/16,16:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9327355,-21.88570111,06/04/16,Demersel,Bait,09:00,16:00,12:30,12.5,07:00,7,60,NA,NA,15,15,30,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bp126,"$150 in lost hooks, sinkers and 1 lure. "
244,Jon,06/04/16,17:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9438343,-21.76705159,06/04/16,Trolling,Lure,08:30,16:30,12:30,12.5,08:00,8,5,NA,NA,15,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ms2192 AR,
246,Jon,07/04/16,15:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.3840582,-21.54576288,07/04/16,Demersel,Bait,08:30,13:00,10:45,10.75,04:30,4.5,80,NA,NA,20,2,22,9.090909091,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bb621,"Hardyhead bait used, no fishing gear lost to bite offs, another entry for this boat for trolling"
251,Jon,08/04/16,15:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3328941,-21.84447736,08/04/16,Demersel,Bait,08:30,14:30,11:30,11.5,06:00,6,15,NA,NA,10,4,14,28.57142857,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,En570,$15 lost gear sinkers hooks and line
255,Jon,09/04/16,13:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9533987,-21.92099319,09/04/16,Demersel,Bait,08:00,12:00,10:00,10,04:00,4,5,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dv259,Another entry for trolling
260,Jon,09/04/16,14:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8689269,-21.91754329,09/04/16,Demersel,Bait,09:00,13:30,11:15,11.25,04:30,4.5,90,NA,NA,7,3,10,30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dy712,$20
261,Jon,09/04/16,15:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8187526,-21.99417444,09/04/16,Demersel,Bait,08:00,15:00,11:30,11.5,07:00,7,120,NA,NA,1,1,2,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,$20 sinker and hooks
262,Jon,09/04/16,15:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8731826,-22.00545062,09/04/16,Demersel,Bait,08:30,15:00,11:45,11.75,06:30,6.5,120,NA,NA,10,4,14,28.57142857,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dc552,$40
263,Jon,09/04/16,15:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8358642,-21.99353612,09/04/16,Demersel,Bait,06:00,14:45,10:22,10.37,08:45,8.75,300,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ET884, hooked",
272,Jon,10/04/16,17:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.157105,-21.75005149,10/04/16,Demersel,Bait,09:30,16:15,12:52,12.87,06:45,6.75,20,NA,NA,11,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EO750,
274,Jon,10/04/16,18:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1929106,-21.85233854,10/04/16,Demersel,Lure,16:00,17:30,16:45,16.75,01:30,1.5,15,NA,NA,51,0,51,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ev449,
277,Jon,11/04/16,14:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2252237,-22.05218536,11/04/16,Demersel,Bait,09:30,13:00,11:15,11.25,03:30,3.5,10,NA,NA,7,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Em882,
279,Jon,11/04/16,15:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2264655,-22.05176872,11/04/16,Demersel,Bait,11:30,12:45,12:07,12.12,01:15,1.25,10,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dm131,Another entry for this boat for squidding
281,Jon,12/04/16,16:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7699149,-23.02202909,12/04/16,Demersel,Bait,08:30,15:30,12:00,12,07:00,7,30,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dn383,Another entry for trolling 
286,Jon,12/04/16,13:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.748846,-23.04069152,12/04/16,Trolling,Lure,10:00,13:15,11:37,11.62,03:15,3.25,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dg483,
