ID,Date,Interviewer,Transect,Access,BoatAccess,Meta.x,Meta.y,ActivityDate,FishingType,BaitType,TimeInEx,TimeOutEx,MedTimeEx,DecMedTimeEx,MaxDepthEx,KeptUndam,ReleasedUndam,TotalUndam,DP,TotalHooked,PerDP,ProDP
384,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),,12:00,16:00,14:00,14,70,NA,NA,3,0,3,0,0
385,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),,14:00,15:30,14:45,14.75,30,NA,NA,3,0,3,0,0
386,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (drifting),Squid,13:00,15:00,14:00,14,20,NA,NA,5,0,5,0,0
387,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (anchored),Mulie,15:30,16:45,16:07,16.12,20,NA,NA,7,2,9,22.22222222,0.222222222
388,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (drifting),Squid,14:00,17:00,15:30,15.5,15,NA,NA,6,0,6,0,0
389,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (drifting),Squid,15:00,17:15,16:07,16.12,30,NA,NA,13,8,21,38.0952381,0.380952381
390,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (drifting),Squid,07:00,11:00,09:00,9,15,NA,NA,4,0,4,0,0
391,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (drifting),Squid,11:00,16:30,13:45,13.75,180,NA,NA,12,8,20,40,0.4
392,20/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,20/04/2016,Bottom-bashing (anchored),Mulie,12:00,17:00,14:30,14.5,10,NA,NA,3,0,3,0,0
393,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Squid,09:00,11:00,10:00,10,60,NA,NA,12,0,12,0,0
394,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Trolling,Artificial plastic lure,11:00,13:00,12:00,12,5,NA,NA,1,0,1,0,0
395,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Trolling,Artificial plastic lure,07:00,08:30,07:45,7.75,5,NA,NA,1,0,1,0,0
396,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (anchored),Squid,12:00,14:00,13:00,13,15,NA,NA,2,0,2,0,0
397,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Squid,08:30,11:45,10:07,10.12,60,NA,NA,3,0,3,0,0
398,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Squid,12:00,15:00,13:30,13.5,75,NA,NA,4,0,4,0,0
399,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Mackerel,12:30,15:45,14:07,14.12,20,NA,NA,8,0,8,0,0
400,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Trolling,Artificial plastic lure,11:45,12:30,12:07,12.12,5,NA,NA,2,0,2,0,0
401,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),,10:00,13:30,11:45,11.75,80,NA,NA,2,0,2,0,0
402,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Squid,12:45,15:30,14:07,14.12,30,NA,NA,18,2,20,10,0.1
403,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Mulie,11:00,16:30,13:45,13.75,60,NA,NA,8,1,9,11.11111111,0.111111111
404,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Squid,12:30,16:30,14:30,14.5,100,NA,NA,12,0,12,0,0
405,22/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,22/04/2016,Bottom-bashing (drifting),Squid,11:00,16:00,13:30,13.5,100,NA,NA,22,2,24,8.333333333,0.083333333
406,23/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,23/04/2016,Bottom-bashing (anchored),Mulie,10:15,12:15,11:15,11.25,25,NA,NA,12,6,18,33.33333333,0.333333333
407,23/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,23/04/2016,Bottom-bashing (drifting),Squid,08:00,14:00,11:00,11,100,NA,NA,6,0,6,0,0
