"","mObjID","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you been surveyed in the last 2 weeks?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date","Are you of Aboriginal or Torres Strait Islander origin?","Do you identify as a TO in this region?","mLong","mLat","exObjID","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","Did anything detract from the experience you had at this site?","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?.x","exLong","exLat","exActivityType","nexObjID","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","Did anything detract from your experience at this site?","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?.y","nexLong","nexLat","nexActivityType","aObjID","aGlobID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number and/or name","Comments"
"42",37,"c3cc11ae-3809-4500-8943-37881670135a","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/22/2022 3:53:23 AM",NA,NA,121.893927226084,-33.8643385454864,37,"c3cc11ae-3809-4500-8943-37881670135a","Boat",NA,"Demersal","Bait","09:00","11:40",25,8,20,0,"Herring","EndOfDay",NA,"c71aa26f-e22c-47a6-92c5-0bee73c44491",NA,NA,121.902118796971,-33.9157625515744,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"db28d651-cedf-434c-ad78-e1f11673f379","c3cc11ae-3809-4500-8943-37881670135a",20,40,"None",0,1966,6429,"Esperance","Female",0,1,0,0,6,NA,"From Kalgoorlie - have 2 holiday homes here. Fishing avidity depends how often they get down here in a year"
"43",38,"046d21a2-3a21-47ce-851f-31c1f0f59ee4","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/22/2022 4:01:14 AM",NA,NA,121.894146180553,-33.8645346428248,38,"046d21a2-3a21-47ce-851f-31c1f0f59ee4","Boat",NA,"Demersal","Bait","06:00","11:00",40,8,6,0,"Break sea cod, blue grouper","EndOfDay",NA,"875c00c5-6f18-4e5b-a669-e99e26aa60b2",NA,NA,121.981507465901,-34.0230489034754,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"ce4b87bd-c4b8-4951-90fc-005b3dec7c58","046d21a2-3a21-47ce-851f-31c1f0f59ee4",10,40,"None",0,1974,0,"Esperance","Male",0,3,0,0,6,"BJ468",NA
"44",39,"42027b7b-d2bb-46ee-ba54-05fb2d203a52","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/22/2022 4:19:23 AM",NA,NA,121.893983569317,-33.8654891865764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"033f8c01-7f12-46c9-aacf-60871b1329b8","42027b7b-d2bb-46ee-ba54-05fb2d203a52","Boat",NA,"Other","10:00",12:15:00,0,"Megafauna","EndOfDay",50,4,"Jet skiing, tried to find dolphins - put point in middle of transect, went from boat ramp to twilight and back",NA,NA,121.840106770589,-33.9007428739043,"NonExtractive",33,"479cabe1-aa0e-493e-81e3-df61ee2755da","42027b7b-d2bb-46ee-ba54-05fb2d203a52",1,20,"None",0,1994,0,"Esperance","Male",1,0,0,0,2,"Er673","JetSki"
"45",40,"3ab81eec-bdeb-41fe-8372-c88300e0e048","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/22/2022 4:40:19 AM",NA,NA,121.894243516607,-33.8645657201971,39,"3ab81eec-bdeb-41fe-8372-c88300e0e048","Boat",NA,"Squidding","Lure","07:00","12:30",30,5,0,0,"Squid, snook, yellowtail scad","Weather",NA,"ea0007b0-5b1b-4cfa-9531-62c49a2b7074",NA,NA,121.930048393827,-33.8632540398249,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"1b138d70-5d5c-4225-9d7b-35322b7bfe02","3ab81eec-bdeb-41fe-8372-c88300e0e048",26,40,"None",0,1960,0,"Esperance","Male",0,0,0,2,4,"DP921",NA
"46",41,"d0591308-4e94-42f8-baea-12b0c6402e42","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/22/2022 5:06:48 AM",NA,NA,121.894212358542,-33.8645696907421,40,"d0591308-4e94-42f8-baea-12b0c6402e42","Boat",NA,"Demersal","Bait","11:00","11:30",0,0,1,0,NA,"LowCatch","Don’t know depth","f10b7293-56ef-45e1-92ab-e8fe67df16c0",NA,NA,121.912405140287,-33.8579619716197,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"fc155df6-e8e2-4dd8-b1cd-5b41c2dc3785","d0591308-4e94-42f8-baea-12b0c6402e42",10,15,"None",0,1991,0,"Esperance","Female",0,1,0,0,4,"AQ064",NA
"47",41,"d0591308-4e94-42f8-baea-12b0c6402e42","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/22/2022 5:06:48 AM",NA,NA,121.894212358542,-33.8645696907421,41,"d0591308-4e94-42f8-baea-12b0c6402e42","Boat",NA,"Demersal","Bait","12:00","12:40",0,0,0,0,NA,"Weather","Don’t know depth","faf35dfd-ce2b-4823-8257-92cb78cfade7",NA,NA,121.902178890671,-33.869363550957,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"fc155df6-e8e2-4dd8-b1cd-5b41c2dc3785","d0591308-4e94-42f8-baea-12b0c6402e42",10,15,"None",0,1991,0,"Esperance","Female",0,1,0,0,4,"AQ064",NA
"48",42,"6471ce97-77b6-4b12-8bec-2f677699ce16","NSH","LuckyBay","Yes","No","Yes","No","10","Yes","5","10",0,"1/23/2022 2:37:52 AM",NA,NA,122.221312721115,-33.992167117553,42,"6471ce97-77b6-4b12-8bec-2f677699ce16","Boat","1/23/2022 2:38:10 AM","Squidding","Lure","08:00","08:15",3,0,0,0,NA,"LowCatch",NA,"b1f4b450-85e5-4e7d-97cf-cd552f39bf17",NA,NA,122.227992999606,-33.9920471493655,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"a71cc8d8-5399-433b-b4a5-1724ca189841","6471ce97-77b6-4b12-8bec-2f677699ce16",20,30,"None",0,1979,6230,"LuckyBay","Male",0,0,0,1,3,"AR059",NA
"49",42,"6471ce97-77b6-4b12-8bec-2f677699ce16","NSH","LuckyBay","Yes","No","Yes","No","10","Yes","5","10",0,"1/23/2022 2:37:52 AM",NA,NA,122.221312721115,-33.992167117553,43,"6471ce97-77b6-4b12-8bec-2f677699ce16","Boat",NA,"Demersal","Bait","08:15","10:15",30,1,10,0,"Break sea cod","EndOfDay",NA,"18d653c7-3504-4922-96f6-17e21fb02bae",NA,NA,122.224949433762,-34.0001058899952,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"a71cc8d8-5399-433b-b4a5-1724ca189841","6471ce97-77b6-4b12-8bec-2f677699ce16",20,30,"None",0,1979,6230,"LuckyBay","Male",0,0,0,1,3,"AR059",NA
"50",43,"e18ffbd2-e2d8-43e7-99d0-9f27a0fafb65","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/23/2022 4:12:31 AM",NA,NA,121.931353754631,-33.8333453113995,44,"e18ffbd2-e2d8-43e7-99d0-9f27a0fafb65","Boat",NA,"Demersal","Bait","06:30","10:30",40,9,1,0,"Break sea cod, nannygui, harlequin, queenside,","EndOfDay",NA,"3cae9f6a-07cb-427b-8930-6c61857800ab",NA,NA,122.008138173416,-34.043262312011,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,"5ecb0284-b03d-433a-b133-35735dda221a","e18ffbd2-e2d8-43e7-99d0-9f27a0fafb65",26,3,"None",0,1987,0,"Esperance","Male",0,3,0,0,7,"DZ982",NA
"51",44,"0bf88168-0b51-4c04-a5df-1de4806b8999","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/23/2022 4:25:07 AM",NA,NA,121.931547808698,-33.8328048958072,45,"0bf88168-0b51-4c04-a5df-1de4806b8999","Boat",NA,"Demersal","Bait","05:30","11:00",70,9,10,0,"Breaks sea, nannagi, blue grouper","Weather",NA,"c70376f9-3d98-4526-a731-cc2b2f09e2ab",NA,NA,121.997422023068,-34.0861923179471,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"a7f5a56a-13fa-4adb-acd4-65601bad6dd6","0bf88168-0b51-4c04-a5df-1de4806b8999",5,30,"None",0,1954,0,"Esperance","Female",0,2,0,0,6,"Gg053",NA
"52",45,"db2d8dc4-07fe-4482-bfe9-135b73baf206","NSH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"1/23/2022 4:30:32 AM",NA,NA,121.931353754631,-33.8333453113995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"8d859dd0-10ef-4ad8-8113-05225194d288","db2d8dc4-07fe-4482-bfe9-135b73baf206","Boat",NA,"Diving","07:00",09:00:00,50,"Other","Weather",125,20,"She’ll diving - got 3 shells",NA,NA,121.802516201586,-33.9806956593913,"NonExtractive",39,"bc3c671f-3b94-4df7-a939-31ad63903757","db2d8dc4-07fe-4482-bfe9-135b73baf206",125,20,"I",500,1985,0,"Esperance","Male",0,0,0,0,7,"Dm262",NA
"53",46,"f25d9cf6-3f24-4f14-bbcd-2dbcce33b748","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"1/23/2022 4:46:26 AM",NA,NA,121.931378423267,-33.8333947796423,46,"f25d9cf6-3f24-4f14-bbcd-2dbcce33b748","Boat",NA,"Demersal","Both","09:30","10:00",42,3,1,0,"Queen snapper, western blue devil, break sea cod","EndOfDay",NA,"2b168b5f-0a58-447f-8cea-ee54c0b33bbf",NA,NA,121.964016341156,-34.0295265037353,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"e1b67683-a52d-4f68-b84d-ec8d326e8d4f","f25d9cf6-3f24-4f14-bbcd-2dbcce33b748",12,21,"None",0,1994,0,"Esperance","Male",0,0,0,1,6,"E1686","Concerned about MP, part of fishing club, weather stops us fishing so we can deplete stocks, should manage using bag limits"
"54",47,"d094761c-9806-4a93-97c8-9fcc54e38122","NSH","BandyCreekBR","Yes","Yes","No","No",NA,"Yes",NA,NA,0,"1/23/2022 5:03:11 AM",NA,NA,121.931468412,-33.8335264209637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",48,"a8fad5c3-1e10-4509-a0c6-cdfa3cdb488d","EH","BandyCreekBR","Yes","No","Yes","Yes","7","Yes","4","7",3,"1/24/2022 1:38:31 AM",NA,NA,121.930851282875,-33.833291359239,47,"a8fad5c3-1e10-4509-a0c6-cdfa3cdb488d","Boat","1/23/2022 1:38:47 AM","Casting","Bait","05:00","12:00",35,6,7,0,"Black ass, harlequin, wolf cod","Weather",NA,"113713ca-d1eb-47cc-82fb-c7f1734cbb62",NA,NA,122.596467349495,-33.9250878891947,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,"cdcc880b-ec35-492a-8e0c-890af1b8a883","a8fad5c3-1e10-4509-a0c6-cdfa3cdb488d",6,20,"None",NA,1957,6407,"DukeOrleans","Male",NA,NA,NA,NA,3,"EU550",NA
"56",49,"83ac31e8-784c-47c0-b795-092ea40248e9","CLA","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes","6","4",6,"2/1/2022 3:02:40 AM",NA,NA,122.358682151132,-33.9150220801107,48,"83ac31e8-784c-47c0-b795-092ea40248e9","Shore","2/1/2022 3:08:39 AM","Demersal","Bait","18:00","23:00",10,4,0,0,"Skippy","Necessity",NA,"13f2b930-ff5f-4295-ab26-05ada46d1600",NA,NA,122.359177327669,-33.9146502272465,"Extractive",10,"ff1a70e5-d36a-437f-9f3b-d12743501596","83ac31e8-784c-47c0-b795-092ea40248e9","Shore","1/15/2022 3:29:51 AM","Snorkeling","8:00",12:00:00,3,"Biodiveristy","Weather",3,6,NA,NA,NA,121.730146919777,-33.8739350622646,"NonExtractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",51,"fb4efaa5-65c6-4732-a5e2-07d48fa2b980","EH","EsperanceBR","Yes","No","NE","Yes",NA,"Yes",NA,NA,0,"2/16/2022 1:08:02 AM",NA,NA,121.89408627011,-33.8647372530948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",52,"d821ee09-4f80-4aa1-ba33-4ec70b53a8ba","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 1:41:14 AM",NA,NA,121.930545340045,-33.8336959835695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"a93ba878-0dd7-457c-8838-1711c8df1f51","d821ee09-4f80-4aa1-ba33-4ec70b53a8ba","Boat",NA,"Other","08:30",09:40:00,0,"NaturalSurroundings","Weather",30,20,"Cruising - went from bandy creek through the bay to west beach and back - not windy yet but to beat wind",NA,NA,121.928329046221,-33.8724153277123,"NonExtractive",42,"d28ae640-ea75-4bae-9566-7db910990caf","d821ee09-4f80-4aa1-ba33-4ec70b53a8ba",25,40,"None",0,1976,0,"Esperance","Male",0,0,0,0,6,"AK488",NA
"59",53,"2f09f756-a353-4e72-9f94-435e303d7730","NSH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 2:30:46 AM",NA,NA,121.931405624254,-33.8332706060456,49,"2f09f756-a353-4e72-9f94-435e303d7730","Boat",NA,"Demersal","Bait","05:00","10:00",20,0,15,0,NA,"Weather","Targeting whiting","65b071f7-3844-4f53-bd41-dbba6aad2fdd",NA,NA,122.019782861967,-33.8761683034738,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,"a6192a02-b898-4eed-9f12-7ed6c15e9cae","2f09f756-a353-4e72-9f94-435e303d7730",35,57,"None",0,1962,0,"Esperance","Male",0,0,0,0,4,"GF954",NA
"60",54,"d3f8d55d-3738-4225-9b21-28e068eff9f6","NSH","BandyCreekBR","Yes","No","Yes","No","7","Yes","1","7",0,"2/16/2022 3:46:22 AM",NA,NA,121.931468412,-33.8335264209637,50,"d3f8d55d-3738-4225-9b21-28e068eff9f6","Boat",NA,"Casting","Lure","10:50","11:40",15,0,2,0,NA,"Weather",NA,"dd6b4fa1-0a70-4096-88e6-ef334b63043f","Conditions",NA,121.96426369227,-33.8530694528533,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"13503537-fd36-4d68-ab57-2808085d1598","d3f8d55d-3738-4225-9b21-28e068eff9f6",24,15,"None",0,1990,6164,"Castletown","Male",1,0,0,0,3,"GQ675","First time on the water in Esperance"
"61",55,"62e5375b-d061-479f-b581-3c73fd465483","NSH","BandyCreekBR","Yes","No","Yes","No","14","Yes","5","7",1,"2/16/2022 4:55:11 AM",NA,NA,121.931259126099,-33.833156547712,51,"62e5375b-d061-479f-b581-3c73fd465483","Boat",NA,"Demersal","Bait","08:00","11:30",72,7,4,0,"Nannagai, breakdea cod","Weather",NA,"98de119c-fdc0-4d94-b9e6-8b7f34996f3f","Conditions",NA,121.833972330922,-34.2448485916969,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"527aafdf-8aec-457e-8b86-9971804591d9","62e5375b-d061-479f-b581-3c73fd465483",35,35,"None",0,1990,6343,"PinkLake","Male",1,0,0,0,5,"Du287",NA
"62",56,"e69fb4ce-15f4-42df-b15f-104d24e102fd","NSH","DukeOrleans","Yes","No","Yes","Yes","5","Yes","2","All",0,"2/17/2022 3:50:38 AM",NA,NA,122.579708316673,-33.9245027616709,52,"e69fb4ce-15f4-42df-b15f-104d24e102fd","Boat",NA,"Trolling","Bait","10:30","11:30",4,4,5,0,"Rock cod","Explore",NA,"23e6c5e7-648c-4032-bf8c-c3c421fb1d0a",NA,NA,122.588592034097,-33.9318412467127,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"597fa798-007c-4da8-84a6-54088e6a9b85","e69fb4ce-15f4-42df-b15f-104d24e102fd",20,55,"None",0,1959,6556,"DukeOrleans","Male",0,1,0,0,3,"EH259",NA
"63",56,"e69fb4ce-15f4-42df-b15f-104d24e102fd","NSH","DukeOrleans","Yes","No","Yes","Yes","5","Yes","2","All",0,"2/17/2022 3:50:38 AM",NA,NA,122.579708316673,-33.9245027616709,53,"e69fb4ce-15f4-42df-b15f-104d24e102fd","Boat",NA,"Squidding","Lure","11:30","11:50",3,2,0,0,"Squid","Necessity",NA,"e7e1966e-dc50-4207-b383-da57d1d7c401",NA,NA,122.582392702829,-33.9232556227759,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"597fa798-007c-4da8-84a6-54088e6a9b85","e69fb4ce-15f4-42df-b15f-104d24e102fd",20,55,"None",0,1959,6556,"DukeOrleans","Male",0,1,0,0,3,"EH259",NA
"64",57,"58875847-f392-4ccb-a35c-d050a4772a99","NSH","DukeOrleans","Yes","No","Yes","Yes","30","Yes","4","All",0,"2/17/2022 4:23:25 AM",NA,NA,122.579729229452,-33.9245202203901,54,"58875847-f392-4ccb-a35c-d050a4772a99","Boat",NA,"Demersal","Bait","09:30","12:15",12,6,7,0,"Herring, whiting","Necessity","Sea sickness","d855a05b-8475-4b4f-9a64-fe70e0d375a2","Other",NA,122.592113271907,-33.921942942416,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"1e179e21-b072-4d4d-b462-06b12720a88d","58875847-f392-4ccb-a35c-d050a4772a99",12,2,"None",0,1990,3995,"DukeOrleans","Male",1,0,1,1,3,"GP647",NA
"65",58,"ef1ba608-26c6-4519-9b90-222d46b3b213","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/18/2022 12:12:31 AM",NA,NA,121.893906541476,-33.8686086389614,55,"ef1ba608-26c6-4519-9b90-222d46b3b213","Boat",NA,"Trolling","Lure","06.30","08:00",3,3,4,0,"Herring","ActivityChange",NA,"becb6592-914f-4f27-b15e-a751f071ada4",NA,NA,121.908377206842,-33.8653849457253,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"c4a78032-0683-4b45-b7d8-a9231f710cc1","ef1ba608-26c6-4519-9b90-222d46b3b213",50,15,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"Island inflatables",NA
"66",59,"f21004a8-9ac1-425c-8308-53ec87c6c32f","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 2:23:22 AM",NA,NA,121.931698261237,-33.8332791216309,56,"f21004a8-9ac1-425c-8308-53ec87c6c32f","Boat",NA,"Casting","Bait","08:30","10:20",40,0,15,0,"Roc cod, Herron","ActivityChange",NA,"7c036710-81c2-48f1-b136-6a7d797fa1da",NA,NA,121.944150024986,-33.8661965230556,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"79182987-37c1-4c94-ae0f-e070cd5fe3e1","f21004a8-9ac1-425c-8308-53ec87c6c32f",25,22,"OW",4,1996,6450,"Esperance","Male",NA,NA,NA,NA,3,"Ez853","Does a lot of free diving"
"67",60,"5c2e3e5a-7b08-4921-ade2-26f61ccc51fe","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 2:29:57 AM",NA,NA,121.930976277158,-33.8336476482211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"1b370b1e-009b-4825-be6c-96d1b1e132e2","5c2e3e5a-7b08-4921-ade2-26f61ccc51fe","Boat",NA,"RowSport","09:00",10:30:00,NA,"NaturalSurroundings","EndOfDay",1,3,NA,"EnviroImpacts",NA,121.931014030655,-33.8358198965281,"NonExtractive",50,"017c0ba6-86e3-4e1e-b26d-4124fa413b61","5c2e3e5a-7b08-4921-ade2-26f61ccc51fe",6,25,"None",NA,1989,6450,"Esperance","Female",NA,1,NA,NA,NA,NA,"Kayak, don’t like the slime that’s building up around the boat ramps."
"68",61,"f3880ed3-a4ea-4797-ac02-1f119ce18fab","EH","BandyCreekBR","Yes","No","Yes","No","2","Yes","1","1",0,"2/19/2022 3:23:00 AM",NA,NA,121.931383601156,-33.8337281220541,57,"f3880ed3-a4ea-4797-ac02-1f119ce18fab","Boat",NA,"Casting","Bait","09:30","11:00",15,0,0,0,NA,"Weather",NA,"4caaa77f-6109-4433-9062-7f7232486e6e",NA,NA,121.963056544276,-33.8550805949093,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"c4f3dbac-5a99-435e-90c7-d1ad325b1661","f3880ed3-a4ea-4797-ac02-1f119ce18fab",12,15,"None",NA,1982,6430,"Esperance","Male",NA,2,NA,NA,5,"Dr157",NA
"69",62,"2ed390d3-7607-4408-a22e-6c04c6ddcfa2","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:28:20 AM",NA,NA,121.931120374117,-33.833999627967,58,"2ed390d3-7607-4408-a22e-6c04c6ddcfa2","Boat",NA,"Trolling","Lure","9:00","10:00",30,0,2,0,NA,"Explore",NA,"03403f58-2993-4339-a14c-30dfb122b0ad",NA,NA,122.047349680483,-33.9741092516412,"Extractive",13,"7b720545-af60-4077-97e2-8f208baeb6df","2ed390d3-7607-4408-a22e-6c04c6ddcfa2","Boat",NA,"Other","08:00",10:00:00,NA,"NaturalSurroundings","Explore",3,4,"Dropping Bruvs for fun",NA,NA,122.035796788974,-33.8953863861082,"NonExtractive",52,"5a3c0505-b800-4e87-9d8e-f319b7b7f708","2ed390d3-7607-4408-a22e-6c04c6ddcfa2",52,35,"OW",500,1982,6450,"Esperance","Male",NA,NA,NA,NA,NA,NA,"Never used to have fish taken, but now it occasionally does ie in the last 5 years. Also more bronzes than there used to be. Also, his uses overlapped between fishing and bruvs"
"70",62,"2ed390d3-7607-4408-a22e-6c04c6ddcfa2","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:28:20 AM",NA,NA,121.931120374117,-33.833999627967,59,"2ed390d3-7607-4408-a22e-6c04c6ddcfa2","Boat",NA,"Trolling","Lure","9:30","10:30",20,0,2,0,NA,"EndOfDay",NA,"c10a2852-f6c1-411f-965c-ac0a39f0f434",NA,NA,122.002021472781,-34.0518292292061,"Extractive",13,"7b720545-af60-4077-97e2-8f208baeb6df","2ed390d3-7607-4408-a22e-6c04c6ddcfa2","Boat",NA,"Other","08:00",10:00:00,NA,"NaturalSurroundings","Explore",3,4,"Dropping Bruvs for fun",NA,NA,122.035796788974,-33.8953863861082,"NonExtractive",52,"5a3c0505-b800-4e87-9d8e-f319b7b7f708","2ed390d3-7607-4408-a22e-6c04c6ddcfa2",52,35,"OW",500,1982,6450,"Esperance","Male",NA,NA,NA,NA,NA,NA,"Never used to have fish taken, but now it occasionally does ie in the last 5 years. Also more bronzes than there used to be. Also, his uses overlapped between fishing and bruvs"
"71",63,"92645370-848a-4e6d-a542-2393e7ef0a34","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:39:07 AM",NA,NA,121.930876097038,-33.8337412445811,60,"92645370-848a-4e6d-a542-2393e7ef0a34","Boat",NA,"Casting","Lure","07:30","10:30",40,4,6,0,"Break sea CD, harlequin, tuna","EndOfDay","Jigging","f5d236ee-07e9-41a1-b7b0-16d2600ae0ee",NA,NA,122.221932400558,-34.1329996382498,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"1f9d5ee8-2853-410c-804a-b890bef6fcdb","92645370-848a-4e6d-a542-2393e7ef0a34",14,30,"None",NA,1978,6450,"Esperance","Male",1,NA,NA,NA,6,"Gi784",NA
"72",64,"e2e76373-85b8-48e9-a054-04fa6b457658","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 3:53:57 AM",NA,NA,121.931282999726,-33.8334548176971,61,"e2e76373-85b8-48e9-a054-04fa6b457658","Boat",NA,"Casting","Bait","05:30","11:00",30,0,12,0,NA,"Weather",NA,"48213236-27c9-40e1-a262-903b0da1e997",NA,NA,121.794103205862,-33.9099666445672,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,"93a42370-ce8f-45b4-859d-520d46e00ee5","e2e76373-85b8-48e9-a054-04fa6b457658",45,55,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,4,"Gf954","Never used to see white sharks but in the last 15 yrs has seen them egularly"
