,GlobalID.y,GlobalID.x,OBJECTID.x,Date,CreationDate.x,EditDate.x,,Interviewer,Transect,Access,ScreenOne,ScreenTwo,Agreement,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,DaysOnShore_Other,TimesInTwenty,TimesInNineteen,TimesInNineteen_Other,Covid,x.x,y.x,MetaComments,OBJECTID.y,Comments,CreationDate.y,EditDate.y,EXTRACTIVE SURVEY,"If RECALL, date",What type of fishing did you do at this site?,"If OTHER, fishing type",Did you use a bait or lure?,What time did you (if spearfishing)/ your lines get in the water?,What time did you (if spearfishing)/your lines get out the water??,Max depth of hook at this site?,# fish you kept undamaged at this site?,"If OTHER, # kept undamaged",# released undamaged at this site?,"If OTHER, # released undamaged",# depredated,"If OTHER, # depredated",What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,"If RECALL, date_1",What activity did you do?,,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?_1,"If OTHER, why did you leave this site?_1",x.y,y.y,OBJECTID,GlobalID.y.y,CreationDate,EditDate,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY,Male or Female,Describe party,Boat length,Boat Type,Boat name or number,SurveyType ,SurveyType_two,Shift
266,fa27d939-05d0-4117-8f4f-bc8bb3039afd,5d824cd3-7eb4-4611-88b0-4c80fdc49bd1,65,9/26/2020 9:34:04 AM,9/26/2020 9:40:45 AM,9/26/2020 9:40:45 AM,Afternoon,Sam,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,114.138543,-21.95471233,NA,208,NA,9/26/2020 9:41:47 AM,9/26/2020 9:44:48 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,,Whale watching,3pm,5.3,NA,Megafauna,NA,EndOfDay,NA,114.1419196,-21.9540232,181,a9d08482-7b4c-401d-b1a7-1b87ddd84e7f,9/26/2020 9:43:51 AM,9/26/2020 9:45:23 AM,0,0,0,NA,None,NA,1990,Exmouth,NA,NA,NA,Male,One male hippie French,4,F,NA,Boat,Non-extractive,Afternoon
163,98fae613-767d-4bfa-9e47-44d8b97a4b6b,9668d10d-4a9e-49c1-8bef-9ceebb46c5ed,71,9/26/2020 9:37:00 AM,9/26/2020 9:37:28 AM,9/26/2020 9:37:28 AM,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,8,Yes,6,8,NA,0,0,NA,No,114.157079,-21.9472139,NA,214,NA,9/26/2020 9:45:33 AM,9/26/2020 9:45:33 AM,6166 Perth residents born 1982,9/26/2020 9:44:05 AM,Demersal,Did some trawling on the way to sight; then bottom bashing,Bait,4pm,5pm,3m,0,Didn_—Èt catch anything,0,NA,NA,NA,Nil,Other,Kids were hungry and impatient and we didn_—Èt have snacks for them.,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1451217,-21.94313094,187,2ee4b2da-b329-4df5-aa68-25e8c6bd3f0f,9/26/2020 9:52:24 AM,9/26/2020 10:03:55 AM,"Not sure; a couple of times a month as a family, my husband goes a lot more.",Too often to count,NA,NA,NA,NA,1982,6166,Exmouth,NA,Husband has been up to exmouth once since Jan this year and once last year.,Female,"Family; mum, dad and two boys",4,C,NA,Boat,Extractive,Afternoon
149,8c9270f3-2eb2-46ba-9d64-90c99a40b8e2,2c0d1679-8d24-4e23-9be4-8499a0086ac4,58,9/26/2020 9:48:16 AM,9/26/2020 9:50:15 AM,9/26/2020 9:50:15 AM,Afternoon,Nicole,Exmouth,ExBR,Yes,No,Yes,Resident,NA,NA,NA,NA,NA,NA,NA,NA,114.1383881,-21.95491413,NA,200,NA,9/26/2020 9:51:14 AM,9/26/2020 9:51:14 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,NA,430,530,NA,Weather,NA,EndOfDay,NA,114.1442283,-21.94378904,174,adcdc923-cf1a-45cc-841e-ae37a3ce9e57,9/26/2020 9:53:32 AM,9/26/2020 9:53:32 AM,50,NA,1,NA,NA,NA,1993,NA,NA,NA,NA,Female,Couple,4,F,NA,Boat,Non-extractive,Afternoon
99,6181df05-8466-4b79-bf0a-0ae5b60b7b41,f66c275f-92cd-45ce-9926-a88f657d23ba,66,9/26/2020 9:48:54 AM,9/26/2020 9:54:24 AM,9/26/2020 9:54:24 AM,Afternoon,Sam,Exmouth,ExBR,Yes,No,Yes,7,Yes,NA,NA,NA,1,NA,NA,Yes,114.1385733,-21.95461973,NA,209,NA,9/26/2020 9:55:49 AM,9/26/2020 9:55:49 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,10am,6pm,NA,Weather,NA,EndOfDay,NA,114.144446,-21.94961814,182,703b3523-b1eb-4f0c-8b39-3f136ee19c21,9/26/2020 9:57:42 AM,9/26/2020 10:02:28 AM,24,0,20,0,None,NA,1976,6532,NA,NA,NA,Male,"Family of 4, two kids under 18",5,F,NA,Boat,Non-extractive,Afternoon
117,75cdb20e-fddb-4ade-bd97-c4fab9af2244,6a245239-e95f-4207-a5dc-102dce43a225,73,9/27/2020 1:48:12 AM,9/27/2020 1:48:26 AM,9/27/2020 1:59:31 AM,Morning,Sam,ExmouthS,ExmouthSouth,Yes,No,Yes,180,Yes,20,7,NA,2,2,NA,Yes,114.1378144,-21.95815241,NA,216,NA,9/27/2020 1:49:18 AM,9/27/2020 2:00:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,,NA,NA,NA,NA,Quiet,NA,NA,NA,114.1379928,-21.95813863,189,80995e79-4142-4901-be5f-342058ee1419,9/27/2020 1:50:50 AM,9/27/2020 1:55:42 AM,50,NA,30,NA,None,NA,1955,6171,NA,Private house,NA,Male,Old man and woofer,NA,NA,NA,Shore,Non-extractive,Morning
100,61ae3739-98da-409c-8d01-caefbac0bff8,566a0039-c44f-4c30-8965-26e11d7635e5,223,10/03/2020,10/03/2020 03:53,10/03/2020 03:53,Morning,Gabby,Exmouth,ExmouthYacht,Yes,No,Yes,11,Yes,1,11,NA,1,1,NA,No,114.1392441,-21.94841406,NA,372,NA,10/03/2020 03:54,10/03/2020 03:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kite surfing,,NA,945,1145,NA,Other,Onshore wind,ActivityChange,NA,114.1389711,-21.94881738,308,4a9ed8fa-83cc-4ac2-a27c-d05427f3e898,10/03/2020 03:57,10/03/2020 03:57,3,Half of the days of the year,4,18,Rescue,24,1992,6012,YardieHomestead,NA,NA,Male,With a group of 20 kite surfers; 16 adults and 4 kids,NA,NA,NA,Shore,Non-extractive,Morning
230,d8f6ccd3-f31b-4e19-aba6-fc2544dc323e,1119ffab-cec7-4f5f-a104-c7ba5fa5dfa2,224,10/03/2020,10/03/2020 04:35,10/03/2020 04:35,Morning,Gabby,Exmouth,ExmouthYacht,Yes,No,Yes,12,Yes,6,12,NA,1,1,NA,No,114.1390031,-21.94758574,NA,373,NA,10/03/2020 04:36,10/03/2020 04:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kite surfing,,NA,10,11.3,NA,Weather,NA,ActivityChange,Pub lunch,114.1394502,-21.94864825,309,cdc59bd0-917c-43a8-8a69-9962f8bbe595,10/03/2020 04:41,10/03/2020 04:41,15,100,25,5,AOW,20,1987,6012,YardieHomestead,Ospray,NA,Male,2 mates,NA,NA,NA,Shore,Non-extractive,Morning
118,77714b47-ff7d-4d49-aeab-3d8d894c638a,b17c5d59-b779-49b8-925c-9e3c0f29b213,163,10/04/2020,10/04/2020 03:03,10/04/2020 03:03,Morning,Gabby,Bundegi,Hunters,Yes,No,Yes,8,No,0,8,NA,0,0,NA,No,114.1091362,-21.80499452,NA,303,NA,10/04/2020 03:05,10/04/2020 03:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,,Mountain biking to the beach to check weather.,1030,Now,NA,Access,NA,Weather,NA,114.1094543,-21.80270125,255,f8198006-2f9a-4c7e-8f86-f9c076daecca,10/04/2020 03:07,10/04/2020 03:07,Zero,NA,None,NA,None,NA,2001,Padbury,Lighthouse,NA,NA,Female,1 lady by herself,NA,NA,NA,Shore,Non-extractive,Morning
222,d157a7ae-3cd9-4755-9753-8f97a83346fa,91235c64-506f-4de0-a652-69b651e283a0,296,10/04/2020,10/04/2020 03:10,10/04/2020 03:10,Morning,Nicole,Bundegi,Hunters,Yes,No,Yes,8,No,0,5,NA,NA,0,NA,Yes,114.1081827,-21.80303402,NA,452,NA,10/04/2020 03:11,10/04/2020 03:17,Brought rods but hasn_—Èt started fishing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,Shore,NA,1100,1119 still there,NA,Weather,NA,NA,NA,114.1073878,-21.80358765,366,1e2e219d-46ca-4106-8dcb-329d57d78a7e,10/04/2020 03:15,10/04/2020 03:15,25,NA,Life,NA,NA,NA,1978,6018,RACHolPark,NA,NA,Male,2coupkes 3kids,NA,NA,NA,Shore,Non-extractive,Morning
176,a562d304-0b40-44aa-b6a3-02d8bff831cd,02fa6fce-fc92-425a-9850-a7c12aa0733f,200,9/30/2020 8:13:17 AM,9/30/2020 8:17:37 AM,9/30/2020 8:17:37 AM,Afternoon,Sam,Bundegi,Janz,Yes,No,Yes,14,Yes,14,0,NA,0,2,NA,No,114.07272,-21.82727495,NA,344,NA,9/30/2020 8:20:32 AM,9/30/2020 8:20:32 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,,NA,14,18,NA,Other,Surf okay when sea breeze is up,EndOfDay,NA,114.0726413,-21.82708782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Afternoon
201,c3df889e-ce40-4e0e-a405-269f5fc9b007,02fa6fce-fc92-425a-9850-a7c12aa0733f,200,9/30/2020 8:13:17 AM,9/30/2020 8:17:37 AM,9/30/2020 8:17:37 AM,Afternoon,Sam,Bundegi,Janz,Yes,No,Yes,14,Yes,14,0,NA,0,2,NA,No,114.07272,-21.82727495,NA,343,NA,9/30/2020 8:19:16 AM,9/30/2020 8:19:16 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wobiri,NA,Surfing,,NA,10,13,NA,Other,Good surf,ActivityChange,NA,114.0488662,-21.83934875,287,b2fe7d57-69f1-432b-9da9-efe3b5b6e3b1,9/30/2020 8:22:54 AM,9/30/2020 8:22:54 AM,12,Every day! Almost,30,40,AOW,30,1971,Rocking ham safety bay,RACHolPark,NA,NA,Male,WA Surf crew,3,A,NA,Boat,Non-extractive,Afternoon
82,503fdd59-8234-41e3-88c7-c4bf28f97901,b377be0a-da40-47fc-a2ae-8c5889667349,116,9/30/2020 8:19:05 AM,9/30/2020 8:23:11 AM,9/30/2020 8:23:11 AM,Afternoon,Gabby,Bundegi,Janz,Yes,No,Yes,12,Yes,9,12,NA,0,1,NA,Yes,114.0728365,-21.82738979,NA,252,NA,9/30/2020 8:25:34 AM,9/30/2020 8:25:34 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 kids 6 adults,NA,Relaxing,,NA,2pm,Now is 430,NA,Other,Combo of nice beach and easy access,Other,Shower all the kids before bed,114.07308,-21.82702892,224,b21b56f5-7412-4fcf-9448-a616384d738f,9/30/2020 8:27:24 AM,9/30/2020 8:27:24 AM,10,NA,Life I guess,NA,NA,NA,1981,Greenwood,NA,NA,NA,Female,6 adults and 7 kids,6,F,NA,Boat,Non-extractive,Afternoon
61,4255a787-bf01-4c99-a6ed-6438e379f5a7,8096c1b7-5a8c-44f3-bd69-1506157c8819,202,9/30/2020 8:30:47 AM,9/30/2020 8:24:45 AM,9/30/2020 8:24:45 AM,Afternoon,Sam,Bundegi,Janz,Yes,No,Yes,9,No,0,8,NA,0,1,NA,No,114.07174,-21.82749173,NA,345,NA,9/30/2020 8:25:36 AM,9/30/2020 8:25:36 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,,NA,12,17,NA,Other,Surf,EndOfDay,NA,114.0718333,-21.82720322,288,9c500c45-2dc6-40a8-9dc2-58959167b2ed,9/30/2020 8:26:52 AM,9/30/2020 8:26:52 AM,0,100,0,20,OW,15,1985,6071,YardieHomestead,NA,NA,Female,Couple,NA,NA,NA,Shore,Non-extractive,Afternoon
6,02f1fd52-ec9e-4074-b0bf-e86fe1b18e2d,51ce9a18-70e3-43d2-85b0-3e879ca1a0d1,165,10/04/2020,10/04/2020 06:39,10/04/2020 06:39,Afternoon,Gabby,Tantabiddi,LakesideSnorkling,Yes,No,Yes,7,Yes,7,7,NA,0,0,NA,No,113.9158429,-22.0338675,NA,304,NA,10/04/2020 06:41,10/04/2020 06:41,NA,NA,Casting,Casting w rods,Bait,1pm,NA,NA,2,NA,NA,NA,1,NA,Unsure,Other,Haven_—Èt left yet,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.9152063,-22.03413572,256,575deaf9-d1f5-45ff-91de-0be1085295ff,10/04/2020 06:43,10/04/2020 06:43,Fortmightly,NA,NA,NA,None,NA,1982,Kojanup,NManduCamp,NA,NA,Female,3 males fishing 1 female on beach 1 teenage daughter on beach,NA,NA,NA,Shore,Extractive,Afternoon
206,c7c742eb-1205-4074-8700-d8a041e6684e,03c645cb-ebf5-4724-97d5-b2c89e6f631b,301,10/04/2020,10/04/2020 06:45,10/04/2020 06:45,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,14,Yes,6,14,NA,0,0,NA,No,113.9119468,-22.03691246,NA,458,NA,10/04/2020 06:46,10/04/2020 06:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,1300,1445 still here,NA,Other,Checking it out,NA,NA,113.911909,-22.03720956,371,cd4222b5-9a37-4fd3-b9c1-76e49d473410,10/04/2020 06:48,10/04/2020 06:48,Boat: 2 month,NA,Life,NA,NA,NA,1972,6166,NKurrajong,NA,NA,Male,"Couple, 1boy",NA,NA,NA,Shore,Non-extractive,Afternoon
10,09e963de-a9b3-453c-97aa-16f7c3c9c108,a8b5777c-9cfa-45d7-aebd-aac2e05e5fa5,303,10/04/2020,10/04/2020 06:56,10/04/2020 06:56,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,5,No,0,2,NA,0,1,NA,No,113.9125,-22.03531349,NA,459,NA,10/04/2020 06:57,10/04/2020 06:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,1200,1500,NA,Weather,NA,NA,NA,113.9125266,-22.03547945,372,caf27a2e-9522-4d10-9256-c1ad2e24ec57,10/04/2020 06:59,10/04/2020 06:59,Shore: month 1,NA,8,NA,NA,NA,1974,6173,Exmouth,NA,NA,Male,"2couples, 3 kids",NA,NA,NA,Shore,Non-extractive,Afternoon
33,29467243-8454-43ea-b88f-eb3fa86709c2,ff94d1c9-7e9c-43c1-9a1c-422d743b82ff,299,10/04/2020,10/04/2020 06:33,10/04/2020 06:33,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,14,No,0,14,NA,1,1,NA,No,113.9123079,-22.03587675,NA,455,NA,10/04/2020 06:34,10/04/2020 06:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Osyterstacks,NA,Snorkling,,NA,11,13,NA,Biodiveristy,NA,NA,Left low tide,113.9083499,-22.05048273,369,c2f1ce9b-e175-4ab5-a0ef-11e7c71d736c,10/04/2020 06:37,10/04/2020 06:37,NA,NA,NA,NA,NA,NA,1968,6153,YardieHomestead,NA,NA,Female,"Couple, daighter",NA,NA,NA,Shore,Non-extractive,Afternoon
121,782962dd-29d5-4fe1-b656-29930bba3b45,84f54ea7-28fa-47e8-a1b6-1281c901c02c,168,10/04/2020,10/04/2020 06:56,10/04/2020 06:56,Afternoon,Gabby,Tantabiddi,LakesideSnorkling,Yes,No,Yes,11,No,0,11,NA,0,1,NA,No,113.9137884,-22.03527567,NA,306,NA,10/04/2020 06:57,10/04/2020 06:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,NA,9am,NA,NA,NaturalSurroundings,NA,NA,NA,113.9138463,-22.0345917,258,36246676-bac0-4f0d-9c40-20001dc64414,10/04/2020 07:00,10/04/2020 07:00,Zero but my husband goes all the time,NA,NA,NA,NA,NA,NA,Mandurah,NManduCamp,NA,NA,Female,2 ladies 4 kids,NA,NA,NA,Shore,Non-extractive,Afternoon
183,a7fdcc4a-c5f9-4443-94c5-b20900afd30f,ff94d1c9-7e9c-43c1-9a1c-422d743b82ff,299,10/04/2020,10/04/2020 06:33,10/04/2020 06:33,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,14,No,0,14,NA,1,1,NA,No,113.9123079,-22.03587675,NA,456,NA,10/04/2020 06:35,10/04/2020 06:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,Shore,NA,1330,1230,NA,Biodiveristy,Sting rays,ActivityChange,Hungry,113.9123182,-22.03588677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Afternoon
195,bcb5ab33-0d75-4e2f-bc11-c93264955616,a352d1a0-0ab9-4c8e-b9b1-06e24b452998,166,10/04/2020,10/04/2020 06:47,10/04/2020 06:47,Afternoon,Gabby,Tantabiddi,LakesideSnorkling,Yes,No,Yes,12,No,0,12,NA,0,0,NA,Yes,113.9152497,-22.03371997,NA,305,NA,10/04/2020 06:48,10/04/2020 06:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,Shore,NA,12,NA,NA,NaturalSurroundings,NA,NA,NA,113.913991,-22.03500745,257,dbca8f15-d89d-4ed1-bb50-be4a409d1546,10/04/2020 06:50,10/04/2020 06:50,Zero,NA,NA,NA,None,NA,1979,6012,TulkiCamp,NA,NA,Female,"Three families; total 14 , 5 adults rest kids",NA,NA,NA,Shore,Non-extractive,Afternoon
203,c54b7e61-c0f9-482d-b26a-d83b4f37d109,691bbf41-1013-4ea3-a596-b5fea3f501cc,304,10/04/2020,10/04/2020 07:01,10/04/2020 07:01,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,9,No,0,9,NA,0,0,NA,Yes,113.9125467,-22.03537736,NA,460,NA,10/04/2020 07:04,10/04/2020 07:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graveyards,NA,Other,Shore,Went to look at surf but found turtle,NA,NA,NA,NA,NA,NA,NA,113.9126298,-22.0351073,373,02a16af5-5e23-4344-ad2d-ff9f9befad57,10/04/2020 07:08,10/04/2020 07:08,1month shorev,NA,Life,NA,NA,NA,1976,6280,Lighthouse,NA,NA,Male,"Couple, 2kids",NA,NA,NA,Shore,Non-extractive,Afternoon
212,ccde3e5f-04a0-4c33-8b3d-8a70aeef889a,691bbf41-1013-4ea3-a596-b5fea3f501cc,304,10/04/2020,10/04/2020 07:01,10/04/2020 07:01,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,9,No,0,9,NA,0,0,NA,Yes,113.9125467,-22.03537736,NA,461,NA,10/04/2020 07:04,10/04/2020 07:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,Shore,NA,1315,1500 still there,NA,Biodiveristy,Recommended,NA,NA,113.9126298,-22.0351073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Afternoon
254,ef519e8c-3edd-4902-8de6-77777e041421,51ca3926-d1fd-484a-9229-fe3097de7e4f,300,10/04/2020,10/04/2020 06:39,10/04/2020 06:39,Afternoon,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,8,No,0,8,NA,1,0,NA,Yes,113.9123124,-22.03592914,NA,457,NA,10/04/2020 06:41,10/04/2020 06:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,Shore,NA,1100,240,NA,Biodiveristy,"Turtles, shark, rays SZ",BetterSite,NA,113.9120003,-22.03679755,370,730268e4-16c8-42cd-86cc-2e2d0fbce9f6,10/04/2020 06:43,10/04/2020 06:43,NA,NA,NA,NA,NA,NA,1976,6150,Exmouth,NA,NA,Female,"Couple, 2 kids",NA,NA,NA,Shore,Non-extractive,Afternoon
130,7c497cea-cb6d-4729-ad20-aa99fcaaa883,1d489223-12ac-400b-a539-3e32615d476f,76,9/27/2020 4:09:09 AM,9/27/2020 4:16:56 AM,9/27/2020 5:08:59 AM,Morning,Sam,ExmouthS,LearmonthJetty,Yes,No,Yes,10,No,1,10,NA,1,0,NA,No,114.0991979,-22.21189274,NA,219,NA,9/27/2020 4:19:51 AM,9/27/2020 5:10:00 AM,NA,NA,Casting,NA,Lure,11.45,Still doing activity,5,NA,NA,2,NA,NA,NA,"Flatty, catfish?",NA,NA,NA,NA,NA,,NA,NA,NA,NA,Biodiveristy,NA,NA,NA,114.099775,-22.21085979,192,2236fcd8-265c-4cfc-a89f-918a5f31cbb8,9/27/2020 4:27:52 AM,9/27/2020 4:27:52 AM,NA,NA,39,NA,None,NA,1982,6330,Lighthouse,NA,NA,Male,5 people family,NA,NA,NA,Shore,Extractive,Morning
243,e5013e0f-05ea-4720-8e00-053290728707,f6e75f85-5c8e-4e6f-b4d4-7c8f8536d1c7,82,9/27/2020 4:09:23 AM,9/27/2020 4:12:54 AM,9/27/2020 4:12:54 AM,Morning,Nicole,ExmouthS,LearmonthJetty,Yes,No,Yes,7,No,0,7,NA,1,1,NA,No,114.0991845,-22.21210639,NA,224,NA,9/27/2020 4:14:09 AM,9/27/2020 4:16:25 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,Shore,NA,11:23,12:23 still there having bbq,NA,NaturalSurroundings,"Came to this spot last year and Lindsey it, tradition?",NA,NA,114.0995704,-22.21197248,197,0efdb626-49a9-4a41-9539-c4f8c48541a3,9/27/2020 4:15:59 AM,9/27/2020 4:15:59 AM,0,NA,40,NA,NA,NA,1967,6031,NA,NA,NA,Male,"2m, 2f, 3kids",NA,NA,NA,Shore,Non-extractive,Morning
166,9a9b193d-4c54-43ef-8d3c-246be86261f8,f1b476ed-0df9-4162-b4b2-72c746302826,169,9/27/2020 4:10:52 AM,9/27/2020 4:14:38 AM,9/27/2020 4:27:18 AM,Morning,Gabby,ExmouthS,LearmonthJetty,Yes,No,Yes,7,No,0,7,NA,0,0,NA,Yes,114.0991757,-22.21168579,7 days fishing; They would likely be home in South Africa visiting if it wasnt for travel restrictions,307,NA,9/27/2020 4:17:38 AM,9/27/2020 4:25:10 AM,NA,9/27/2020 4:17:27 AM,Demersal,NA,Bait,10am,NA,2m,8,NA,NA,NA,0,NA,Brim and blue bone and trevally,NA,NA,NA,NA,NA,Shore,NA,NA,NA,NA,NA,NA,NA,NA,114.11473,-22.0409017,259,35f067a7-573c-4900-b102-a2c17e367b57,9/27/2020 4:21:41 AM,9/27/2020 4:21:41 AM,Zero,Not doing nex,20 years,NA,None,NA,1973,Perth but from South Africa postcode byford,Exmouth,NA,NA,Male,Dad and two boys,NA,NA,NA,Shore,Extractive,Morning
124,791cd12a-cc6d-4d96-b1fe-fe4a9df960e3,79a8160e-e352-443c-b2b7-58e82dc96d2f,83,9/27/2020 4:18:12 AM,9/27/2020 4:19:54 AM,9/27/2020 4:19:54 AM,Morning,Nicole,ExmouthS,LearmonthJetty,Yes,No,Yes,10,Yes,1,10,NA,0,1,NA,No,114.099182,-22.2121022,NA,225,NA,9/27/2020 4:20:58 AM,9/27/2020 4:26:52 AM,"From Karratha, said notice a big increase in shark depredation, said on average 85% are taken. Interviewed them before the stared fishing.",NA,Casting,Going for squid,Lure,12:20,13:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.0993522,-22.21183809,198,848c87df-b035-47b0-b88c-f75fd1903d5c,9/27/2020 4:23:58 AM,9/27/2020 4:23:58 AM,10,NA,35,NA,OW,5,1972,6714,NA,NA,NA,Male,Couple and 2 kids,NA,NA,NA,Shore,Extractive,Morning
54,3a87b94c-55ff-40ff-8a5d-6bb028888186,ae7337a1-2382-4af4-a534-ce96fbe509ca,107,9/28/2020 8:44:45 AM,9/28/2020 8:49:57 AM,9/28/2020 8:49:57 AM,Morning,Sam,ExmouthS,LearmonthJetty,Yes,No,Yes,14,No,0,5,NA,0,NA,NA,Yes,114.0994745,-22.21223314,NA,245,NA,9/28/2020 8:51:39 AM,9/28/2020 8:54:46 AM,NA,NA,Casting,NA,Lure,16,17.3,NA,NA,NA,1,NA,0,NA,Doesn_—Èt know but undersize,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,Biodiveristy,Good for fish plus jetty,NA,NA,114.1000228,-22.21195729,217,8a6628b5-587e-4426-9eef-ce0088b6e3d2,9/28/2020 8:53:32 AM,9/28/2020 8:53:32 AM,0,0,2 months,0,None,NA,1981,6014,ExmouthEscape,NA,NA,Male,Asian family,NA,NA,NA,Shore,Extractive,Morning
79,4f486513-d30e-4eb7-b674-a8af81f5f9c7,9976a9ef-f4d7-420c-a68d-03377155314c,208,09/01/2020,10/01/2020 07:58,10/01/2020 07:58,Afternoon,Sam,Bundegi,LHBaySZSouth,Yes,No,Yes,120,No,0,120,NA,0,1,NA,No,114.1539025,-21.79157999,Comes up for between 1-4 moths every year,357,NA,10/01/2020 08:03,10/01/2020 08:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,Swimming,12,12.45,NA,Weather,NA,Other,Work,114.169341,-21.8351514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Afternoon
