OBJECTID,Date,GlobalID,CreationDate,EditDate,Interviewer,Transect,Access, ScreenOne,ScreenTwo,Agreement,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,DaysOnShore_Other,TimesInTwenty,TimesInNineteen,TimesInNineteen_Other,Covid,x,y,MetaComments,SurveyType,SurveyType_two
179,9/28/2020 4:35:34 AM,b06c12ce-d6e7-4317-b741-f09c2c6d9ffa,9/28/2020 4:36:33 AM,9/28/2020 4:36:33 AM,Sam,CoralBay ,Bills Bay ,Yes,No,Yes,8,No,0,8,,0,0,,No,113.7691454,-23.14195026,,,
178,9/28/2020 4:15:41 AM,1a805ce7-b339-45e2-b3ee-5b5e2df82ef6,9/28/2020 4:31:24 AM,9/28/2020 4:31:24 AM,Sam,CoralBay ,Bills Bay ,Yes,No,Yes,10,No,0,10,,0,1,,No,113.7697868,-23.14207984,,,
106,9/28/2020 4:23:37 AM,e7d5a887-9c81-4361-af9e-b4ff1a0dd7ea,9/28/2020 4:28:45 AM,9/28/2020 4:28:45 AM,Nicole,CoralBay ,CBBR,Yes,No,Yes,3,No,0,3,,0,1,,No,113.7668277,-23.15726358,,,
95,9/28/2020 4:22:19 AM,2b4c33f2-f48d-4284-87e2-364d4ffe8e14,9/28/2020 4:28:31 AM,9/28/2020 4:28:31 AM,Gabby,CoralBay ,Bills Bay ,Yes,No,Yes,7,No,0,7,,,1,,No,113.7681464,-23.14175413,,,
94,9/28/2020 4:15:36 AM,d4e603a8-4bd0-406d-9123-e2e6775e82b7,9/28/2020 4:19:38 AM,9/28/2020 4:19:38 AM,Gabby,CoralBay ,Bills Bay ,Yes,No,Yes,12,No,0,12,,0,0,,No,113.7669724,-23.14326648,,,
105,9/28/2020 4:08:28 AM,04dd7274-991f-49e2-b7fd-4180d4562e4e,9/28/2020 4:10:05 AM,9/28/2020 4:10:05 AM,Nicole,CoralBay ,CBBR,Yes,No,Yes,5,Yes,2,3,,0,0,,No,113.7679433,-23.1551894,,,
104,9/28/2020 3:57:48 AM,b479ee94-dee8-47c8-b776-06d0a71413a0,9/28/2020 4:00:02 AM,9/28/2020 4:00:02 AM,Nicole,CoralBay ,CBBR,Yes,Yes,Yes,3,Yes,3,0,,0,1,,No,113.7677011,-23.15559563,,,
103,9/28/2020 3:37:39 AM,971ac16c-73c4-4f33-86d2-dd9a2daa54ee,9/28/2020 3:39:48 AM,9/28/2020 3:39:48 AM,Nicole,CoralBay ,CBBR,Yes,No,Yes,7,No,0,7,,0,1,,Yes,113.7667722,-23.15748751,,,
177,9/28/2020 3:23:32 AM,5c008e02-fda3-495f-887a-9c97d085387f,9/28/2020 3:24:44 AM,9/28/2020 3:24:44 AM,Sam,CoralBay ,MaudsLanding,Yes,No,Yes,10,No,0,10,,0,0,,No,113.769123,-23.14244268,,,
93,9/28/2020 3:19:56 AM,e4533b35-a931-43af-b241-b5b4a11ea658,9/28/2020 3:24:08 AM,9/28/2020 3:24:08 AM,Gabby,CoralBay ,MaudsLanding,Yes,No,Yes,14,Yes,10,14,,0,0,,No,113.7762221,-23.11392034,,,
100,9/28/2020 3:18:17 AM,cb237740-59ad-4f94-bb6f-5a688a584241,9/28/2020 3:22:09 AM,9/28/2020 3:31:22 AM,Nicole,CoralBay ,CBBR,Yes,No,Yes,14,No,0,14,,0,0,,No,113.7664054,-23.15776351,,,
176,9/28/2020 3:14:25 AM,0fa56d0d-7bdd-4721-a6b1-5c94ba8e6e28,9/28/2020 3:17:57 AM,9/28/2020 3:17:57 AM,Sam,CoralBay ,MaudsLanding,Yes,No,Yes,7,No,1,7,,0,0,,No,113.7594662,-23.15743439,,,
92,9/28/2020 3:13:07 AM,a592c91d-b14b-4bbd-8859-470a1b90f33e,9/28/2020 3:15:20 AM,9/28/2020 3:15:20 AM,Gabby,CoralBay ,MaudsLanding,Yes,No,Yes,14,No,0,14,,0,0,,No,113.7762221,-23.11392034,,,
175,9/28/2020 3:07:53 AM,aa5c7637-8858-4c26-a144-61b50d398c5c,9/28/2020 3:08:40 AM,9/28/2020 3:08:40 AM,Sam,CoralBay ,MaudsLanding,Yes,No,Yes,14,No,0,14,,0,1,,No,113.8156179,-23.07398326,,,
99,9/28/2020 2:58:16 AM,512a5873-b784-40e5-b013-c4bf2bbb3d03,9/28/2020 3:00:40 AM,9/28/2020 3:30:58 AM,Nicole,CoralBay ,CBBR,Yes,No,Yes,14,No,0,14,,0,2,,No,113.7667622,-23.15744321,,,
98,9/28/2020 2:46:36 AM,f8005fa1-5b59-4b01-abe5-99498c600a60,9/28/2020 2:49:41 AM,9/28/2020 2:49:41 AM,Nicole,CoralBay ,CBBR,Yes,No,Yes,1,No,0,1,,0,0,,Yes,113.767977,-23.15529662,,,
89,9/27/2020 8:47:41 AM,be194b9a-de51-4f31-a9f2-50b01f551602,9/27/2020 8:50:00 AM,9/27/2020 8:50:00 AM,Nicole,CoralBay ,Bills Bay ,Yes,No,Yes,7,Yes,3,7,,0,0,,No,113.771014,-23.14174319,,,
80,9/27/2020 8:23:28 AM,6eb0139c-7b7b-4916-a2fb-d34c70a39307,9/27/2020 8:35:15 AM,9/27/2020 8:35:15 AM,Sam,CoralBay ,Bills Bay ,Yes,No,Yes,10,No,0,10,,0,1,,No,113.7688945,-23.14245426,,,
174,9/27/2020 8:26:26 AM,64e11ff5-4fcb-415a-9258-d091be34d136,9/27/2020 8:29:29 AM,9/27/2020 8:29:29 AM,Gabby,CoralBay ,CBBR,Yes,No,Yes,9,Yes,7,9,,0,0,,Yes,113.7691281,-23.15394018,,,
87,9/27/2020 8:08:15 AM,aa99b287-18e4-4c71-b4d7-2da39f14c5bb,9/27/2020 8:27:03 AM,9/27/2020 8:27:03 AM,Nicole,CoralBay ,Bills Bay ,Yes,No,Yes,5,No,0,5,,0,0,,Yes,113.769622,-23.14221254,,,
86,9/27/2020 8:04:23 AM,623f8027-d77d-499c-b550-97535f8da840,9/27/2020 8:05:58 AM,9/27/2020 8:05:58 AM,Nicole,CoralBay ,Bills Bay ,Yes,No,Yes,7,No,0,7,,0,1,,No,113.7695981,-23.1422697,,,
79,9/27/2020 7:58:04 AM,551796df-5a02-4267-b150-046404ecae5d,9/27/2020 8:02:15 AM,9/27/2020 8:12:18 AM,Sam,ExmouthS,Bills Bay ,Yes,Yes,Yes,7,Yes,4,6,,1,0,,No,113.7689566,-23.14231012,,,
85,9/27/2020 7:55:46 AM,fc6f225a-0c27-4cce-bd35-4e5911ac58df,9/27/2020 8:01:21 AM,9/27/2020 8:01:21 AM,Nicole,CoralBay ,Bills Bay ,Yes,No,Yes,7,No,0,7,,0,1,,No,113.7682552,-23.14249655,,,
84,9/27/2020 7:52:03 AM,6ff2e8a5-da42-44fc-9999-e10415ab9c0a,9/27/2020 7:53:24 AM,9/27/2020 7:53:24 AM,Nicole,CoralBay ,Bills Bay ,Yes,Yes,Yes,14,No,0,14,,,0,,No,113.7687808,-23.14233467,,,
78,9/27/2020 7:46:45 AM,31293709-fdf2-4e73-94df-1b1cb56c5740,9/27/2020 7:53:06 AM,9/27/2020 7:53:06 AM,Sam,CoralBay ,Bills Bay ,Yes,No,Yes,14,No,2,10,,,1,,No,113.7682277,-23.14260997,,,
173,9/27/2020 7:46:12 AM,c0339972-7cff-40a3-a2f5-d37a19a72cfb,9/27/2020 7:47:50 AM,9/27/2020 7:47:50 AM,Gabby,CoralBay ,CBBR,Yes,No,Yes,10,Yes,10,10,,1,1,,No,113.7681976,-23.1569764,,,
172,9/27/2020 7:37:27 AM,4b05ece9-6cb8-43af-a38d-9a5a6b6664fd,9/27/2020 7:39:39 AM,9/27/2020 7:39:39 AM,Gabby,CoralBay ,CBBR,Yes,No,Yes,11,Yes,10,11,,0,1,,No,113.769427,-23.15540535,,,
171,9/27/2020 7:19:19 AM,4498ea11-0aa9-4cd5-9244-fb65f2b39ae1,9/27/2020 7:22:54 AM,9/27/2020 7:26:24 AM,Gabby,CoralBay ,CBBR,Yes,No,Yes,8,Yes,6,8,,1,0,,Yes,113.7671386,-23.15569689,Yes they would be overseas,,
77,9/27/2020 7:17:17 AM,338a5c74-2480-446b-95e0-ff109706626b,9/27/2020 7:19:17 AM,9/27/2020 7:24:17 AM,Sam,ExmouthS,MaudsLanding,Yes,No,Yes,7,No,0,4,,0,1,,No,113.78487,-23.11115388,,,
170,9/27/2020 7:12:30 AM,706f2244-30f9-48f5-9bf0-9c5ebf9d8766,9/27/2020 7:12:30 AM,9/27/2020 7:12:30 AM,Gabby,CoralBay ,CBBR,Yes,No,Yes,8,Yes,6,8,,1,0,,Yes,114.101065,-22.21398311,,,
83,9/27/2020 4:18:12 AM,79a8160e-e352-443c-b2b7-58e82dc96d2f,9/27/2020 4:19:54 AM,9/27/2020 4:19:54 AM,Nicole,ExmouthS,LearmonthJetty,Yes,No,Yes,10,Yes,1,10,,0,1,,No,114.099182,-22.2121022,,,
76,9/27/2020 4:09:09 AM,1d489223-12ac-400b-a539-3e32615d476f,9/27/2020 4:16:56 AM,9/27/2020 5:08:59 AM,Sam,ExmouthS,LearmonthJetty,Yes,No,Yes,10,No,1,10,,1,0,,No,114.0991979,-22.21189274,,,
169,9/27/2020 4:10:52 AM,f1b476ed-0df9-4162-b4b2-72c746302826,9/27/2020 4:14:38 AM,9/27/2020 4:27:18 AM,Gabby,ExmouthS,LearmonthJetty,Yes,No,Yes,7,No,0,7,,0,0,,Yes,114.0991757,-22.21168579,7 days fishing; They would likely be home in South Africa visiting if it wasnt for travel restrictions ,,
82,9/27/2020 4:09:23 AM,f6e75f85-5c8e-4e6f-b4d4-7c8f8536d1c7,9/27/2020 4:12:54 AM,9/27/2020 4:12:54 AM,Nicole,ExmouthS,LearmonthJetty,Yes,No,Yes,7,No,0,7,,1,1,,No,114.0991845,-22.21210639,,,
75,9/27/2020 3:27:17 AM,58c68d7b-15d0-4aa3-aaa2-5211893e1de1,9/27/2020 3:33:06 AM,9/27/2020 3:33:06 AM,Sam,ExmouthS,PebbleBeachRoad,No,No,Yes,5,No,0,5,,1,0,,No,114.121629,-22.01785162,,,
74,9/27/2020 2:15:28 AM,25e293be-2cd2-4b13-acd8-0d0bec83d3c7,9/27/2020 2:15:28 AM,9/27/2020 2:15:28 AM,Nicole,ExmouthS,McLeodSt,Yes,No,Yes,Resident,Yes,28,,,,,,,114.1372019,-21.96000751,"28 times in a year, once a fortnight. Average 900km a year. ",,
73,9/27/2020 1:48:12 AM,6a245239-e95f-4207-a5dc-102dce43a225,9/27/2020 1:48:26 AM,9/27/2020 1:59:31 AM,Sam,ExmouthS,ExmouthSouth,Yes,No,Yes,180,Yes,20,7,,2,2,,Yes,114.1378144,-21.95815241,,,
66,9/26/2020 9:48:54 AM,f66c275f-92cd-45ce-9926-a88f657d23ba,9/26/2020 9:54:24 AM,9/26/2020 9:54:24 AM,Sam,Exmouth,ExBR,Yes,No,Yes,7,Yes,,,,1,,,Yes,114.1385733,-21.95461973,,,
58,9/26/2020 9:48:16 AM,2c0d1679-8d24-4e23-9be4-8499a0086ac4,9/26/2020 9:50:15 AM,9/26/2020 9:50:15 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,Resident,,,,,,,,,114.1383881,-21.95491413,,,
65,9/26/2020 9:34:04 AM,5d824cd3-7eb4-4611-88b0-4c80fdc49bd1,9/26/2020 9:40:45 AM,9/26/2020 9:40:45 AM,Sam,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,,,,,,,,114.138543,-21.95471233,,,
71,9/26/2020 9:37:00 AM,9668d10d-4a9e-49c1-8bef-9ceebb46c5ed,9/26/2020 9:37:28 AM,9/26/2020 9:37:28 AM,Gabby,Exmouth,ExBR,Yes,No,Yes,8,Yes,6,8,,0,0,,No,114.157079,-21.9472139,,,
56,9/26/2020 9:32:49 AM,fc7c1e0c-cdc3-4aad-99eb-6ab4629c9ec5,9/26/2020 9:35:08 AM,9/26/2020 9:35:08 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,4,Yes,2,2,,1,0,,No,114.13849,-21.95503426,,,
54,9/26/2020 9:26:04 AM,4fb56c0f-551c-4926-8dfa-8a347d9aeaa2,9/26/2020 9:21:06 AM,9/26/2020 9:26:57 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,Resident,,,,,,,,,114.1396514,-21.95583214,,,
64,9/26/2020 9:15:56 AM,534996cc-4c3a-4d1c-87a2-afbb853da52b,9/26/2020 9:19:05 AM,9/26/2020 9:19:05 AM,Sam,Exmouth,ExBR,Yes,No,Yes,7,Yes,,,,,,,No,114.1386366,-21.95450382,,,
63,9/26/2020 9:04:34 AM,385ccfd7-1cf9-44c6-9360-886c0611e653,9/26/2020 9:08:22 AM,9/26/2020 9:33:31 AM,Sam,Exmouth,ExBR,Yes,No,Yes,4,Yes,4,,,1,,,,114.1384374,-21.95487564,,,
62,9/26/2020 8:45:19 AM,501be90a-b2a8-4879-8a73-a13bda2463cd,9/26/2020 8:53:41 AM,9/26/2020 9:03:59 AM,Sam,Exmouth,ExBR,Yes,No,Yes,14,Yes,,,,,,,,114.1383716,-21.95493992,,,
53,9/26/2020 8:44:13 AM,6cfd23ba-0d6e-4b8a-bcbf-a1ea0a99de93,9/26/2020 8:45:56 AM,9/26/2020 8:45:56 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,4,Yes,4,4,,1,2,,Yes,114.1389272,-21.95459621,,,
70,9/26/2020 8:40:51 AM,70b06f1f-f619-408e-9cf3-7514090223ab,9/26/2020 8:42:09 AM,9/26/2020 8:59:41 AM,Gabby,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,,,,,,,,114.1394713,-21.95578718,,,
61,9/26/2020 8:11:52 AM,80327a4b-f6b8-4d9f-a4ed-61e91a844fd5,9/26/2020 8:17:26 AM,9/26/2020 8:36:05 AM,Sam,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,,,,,,,,114.138304,-21.95483783,,,
52,9/26/2020 8:50:35 AM,45f28ab9-8e8e-46e0-82d7-a71ed226f5d3,9/26/2020 8:14:33 AM,9/26/2020 8:51:13 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,14,Yes,12,2,,2,0,,No,114.1395567,-21.95580158,,,
50,9/26/2020 7:37:45 AM,213c9880-78e8-42c8-a336-6c80b1ddf561,9/26/2020 7:39:53 AM,9/26/2020 7:39:53 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,10,Yes,5,3,,1,1,,No,114.1395932,-21.95592689,,,
60,9/26/2020 5:32:43 AM,ffe08016-071e-40bc-908c-48fe8c4c3554,9/26/2020 5:40:26 AM,9/26/2020 5:40:26 AM,Gabby,Exmouth,ExBR,Yes,No,Yes,18,No,8,6,,0,0,,Yes,114.1438066,-21.92143213,Blah blah ,,
72,9/26/2020 10:09:23 AM,e2e77462-586a-4994-a219-9b6622a567c8,9/26/2020 10:15:50 AM,9/26/2020 10:15:50 AM,Gabby,Exmouth,ExBR,Yes,No,Yes,5,Yes,5,5,,0,1,,No,114.1383569,-21.95473273,4 dog mackerel 1 threw back,,
59,9/26/2020 10:08:56 AM,012ab2a2-6984-4613-970a-7108084d73fc,9/26/2020 10:12:40 AM,9/26/2020 10:12:40 AM,Nicole,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,3,,1,0,,No,114.1385473,-21.95454764,,,
67,9/26/2020 10:02:46 AM,bb93adb0-631d-40bd-8948-43a4cddc43b9,9/26/2020 10:05:49 AM,9/26/2020 10:15:26 AM,Sam,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,0,,2,,,No,114.1383659,-21.95469447,,,
304,10/04/20,691bbf41-1013-4ea3-a596-b5fea3f501cc,10/04/20 07:01,10/04/20 07:01,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,9,No,0,9,,0,0,,Yes,113.9125467,-22.03537736,,,
168,10/04/20,84f54ea7-28fa-47e8-a1b6-1281c901c02c,10/04/20 06:56,10/04/20 06:56,Gabby,Tantabiddi,LakesideSnorkling,Yes,No,Yes,11,No,0,11,,0,1,,No,113.9137884,-22.03527567,,,
303,10/04/20,a8b5777c-9cfa-45d7-aebd-aac2e05e5fa5,10/04/20 06:56,10/04/20 06:56,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,5,No,0,2,,0,1,,No,113.9125,-22.03531349,,,
166,10/04/20,a352d1a0-0ab9-4c8e-b9b1-06e24b452998,10/04/20 06:47,10/04/20 06:47,Gabby,Tantabiddi,LakesideSnorkling,Yes,No,Yes,12,No,0,12,,0,0,,Yes,113.9152497,-22.03371997,,,
301,10/04/20,03c645cb-ebf5-4724-97d5-b2c89e6f631b,10/04/20 06:45,10/04/20 06:45,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,14,Yes,6,14,,0,0,,No,113.9119468,-22.03691246,,,
165,10/04/20,51ce9a18-70e3-43d2-85b0-3e879ca1a0d1,10/04/20 06:39,10/04/20 06:39,Gabby,Tantabiddi,LakesideSnorkling,Yes,No,Yes,7,Yes,7,7,,0,0,,No,113.9158429,-22.0338675,,,
300,10/04/20,51ca3926-d1fd-484a-9229-fe3097de7e4f,10/04/20 06:39,10/04/20 06:39,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,8,No,0,8,,1,0,,Yes,113.9123124,-22.03592914,,,
299,10/04/20,ff94d1c9-7e9c-43c1-9a1c-422d743b82ff,10/04/20 06:33,10/04/20 06:33,Nicole,Tantabiddi,LakesideSnorkling,Yes,No,Yes,14,No,0,14,,1,1,,No,113.9123079,-22.03587675,,,
298,10/04/20,903b8c5b-6c13-4ccf-ba73-150cbbeb0191,10/04/20 05:15,10/04/20 05:15,Nicole,Tantabiddi,TantBR,Yes,No,Yes,7,No,0,7,,2,0,,No,113.9781227,-21.91260587,,,
231,10/04/20,73d797a2-4ef4-4299-8034-0d9970a002fd,10/04/20 04:33,10/04/20 04:33,Sam,Bundegi ,Trisel,Yes,No,Yes,13,No,0,13,,0,0,,No,114.0383569,-21.84685662,,,
297,10/04/20,61c70704-67cb-41f9-81a3-649b5eaf81c0,10/04/20 04:26,10/04/20 04:26,Nicole,Bundegi,Trisel,Yes,No,Yes,20,No,0,20,,0,1,,No,114.0379273,-21.84649088,,,
296,10/04/20,91235c64-506f-4de0-a652-69b651e283a0,10/04/20 03:10,10/04/20 03:10,Nicole,Bundegi,Hunters,Yes,No,Yes,8,No,0,5,,,0,,Yes,114.1081827,-21.80303402,,,
163,10/04/20,b17c5d59-b779-49b8-925c-9e3c0f29b213,10/04/20 03:03,10/04/20 03:03,Gabby,Bundegi,Hunters,Yes,No,Yes,8,No,0,8,,0,0,,No,114.1091362,-21.80499452,,,
230,10/04/20,55e2922a-fad0-41f5-bfd7-07432f5ced6c,10/04/20 02:32,10/04/20 02:32,Sam,Bundegi ,LHeast,Yes,No,Yes,14,No,0,14,,0,1,,No,114.1246033,-21.80646886,,,
228,10/04/20,b72ee2d2-2ffb-4398-860c-1e55e1a47db6,10/04/20 02:24,10/04/20 02:24,Sam,Bundegi ,LHeast,Yes,No,Yes,5,No,0,5,,0,0,,Yes,114.1243983,-21.80654304,,,
293,10/04/20,2f8f265b-1c8c-4ed2-8e53-0666cf40f340,10/04/20 01:47,10/04/20 01:47,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,10,Yes,3,10,,3,5,,No,114.1735184,-21.8309347,,,
162,10/03/20,7caf0058-daa3-48a9-a9cc-4d7a818fc9f6,10/03/20 09:26,10/03/20 09:26,Sam,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,10,No,0,8,,0,0,,Yes,113.9221449,-22.02220483,,,
227,10/03/20,e5759434-bbb1-4bdd-8f42-3eabe7de0a13,10/03/20 09:26,10/03/20 09:26,Gabby,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,14,No,0,14,,0,1,,No,113.8897337,-22.09787523,,,
161,10/03/20,954f8b74-4fd5-4abe-8f16-aa618caace00,10/03/20 09:07,10/03/20 09:07,Sam,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,8,No,0,8,,1,1,,No,113.9216273,-22.02226868,,,
292,10/03/20,a475f30a-7089-408b-91e9-2d2fe20072e5,10/03/20 09:07,10/03/20 09:07,Nicole,Tantabiddi,Mesa,Yes,No,Yes,4,Yes,0,4,,0,,,No,113.9268202,-22.00421931,,,
226,10/03/20,39579e1b-c37e-4ca5-85bf-797ea5cfc3b2,10/03/20 09:06,10/03/20 09:06,Gabby,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,10,No,0,10,,0,0,,No,113.8894645,-22.09824249,,,
160,10/03/20,ec2c0c70-447a-496e-a0a2-40db18cc97c9,10/03/20 08:59,10/03/20 08:59,Sam,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,14,No,0,10,,0,1,,Yes,113.9216127,-22.02258577,,,
291,10/03/20,d4f2aaec-896b-4334-8d4f-3d55af5b6328,10/03/20 08:58,10/03/20 08:58,Nicole,Tantabiddi,Mesa,Yes,No,Yes,11,No,0,11,,,1,,No,113.9270034,-22.0041681,,,
225,10/03/20,af8b3d5e-93c0-4d28-a9cd-d89377c8034b,10/03/20 08:52,10/03/20 08:52,Gabby,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,12,No,0,12,,0,0,,No,113.8893932,-22.09890816,,,
158,10/03/20,e431a863-4bf3-4d6b-af17-3b6e474ccf83,10/03/20 07:48,10/03/20 07:48,Sam,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,14,Yes,7,7,,0,0,,Yes,113.9787902,-21.91371097,,,
290,10/03/20,57f00e82-cb90-4c66-af86-86ff9190199f,10/03/20 07:47,10/03/20 07:47,Nicole,Exmouth,ExBR,Yes,No,Yes,15,Yes,1,15,,0,0,,No,113.9780989,-21.9125487,,,
224,10/03/20,1119ffab-cec7-4f5f-a104-c7ba5fa5dfa2,10/03/20 04:35,10/03/20 04:35,Gabby,Exmouth,ExmouthYacht,Yes,No,Yes,12,Yes,6,12,,1,1,,No,114.1390031,-21.94758574,,,
223,10/03/20,566a0039-c44f-4c30-8965-26e11d7635e5,10/03/20 03:53,10/03/20 03:53,Gabby,Exmouth,ExmouthYacht,Yes,No,Yes,11,Yes,1,11,,1,1,,No,114.1392441,-21.94841406,,,
288,10/03/20,91ca9f0b-d00f-4b7d-8046-f299c6b25a31,10/03/20 02:09,10/03/20 02:19,Nicole,Exmouth,ExBR,Yes,No,Yes,6,No,0,6,,0,0,,No,114.1385753,-21.95487928,,,
157,10/02/20,40a7bf7a-7483-4ac5-973c-34d9cbea61a4,10/02/20 09:48,10/02/20 09:48,Sam,Tantabiddi,SandyBay,No,Yes,Yes,10,No,0,10,,1,1,,No,113.8433239,-22.23030516,,,
287,10/02/20,be0a7cb6-bedc-4115-a5d5-ba135194c71d,10/02/20 09:48,10/02/20 09:48,Nicole,Exmouth,TownBeach,Yes,No,Yes,Resident,No,,,,,,,,114.1398403,-21.94560919,,,
156,10/02/20,1e71f84f-32ec-41a1-8f05-38f2c1c55a7d,10/02/20 09:37,10/02/20 09:37,Sam,Tantabiddi,SandyBay,Yes,No,Yes,10,Yes,1,10,,1,1,,No,113.8423628,-22.23257863,,,
222,10/02/20,dc63435b-7324-42f1-a07c-5ecaffcae7c4,10/02/20 09:28,10/02/20 09:28,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,10,,0,0,,No,114.1385648,-21.95486518,,,
220,10/02/20,79e22e7c-9ace-491d-ad9c-81f0bcc41b4d,10/02/20 09:18,10/02/20 09:18,Gabby,Exmouth,ExBR,Yes,No,Yes,7,Yes,5,7,,0,0,,No,114.1471439,-21.95736981,Jetski,,
219,10/02/20,859ce927-97f8-4417-bb49-e306aa022e5a,10/02/20 09:01,10/02/20 09:01,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,10,,0,0,,No,114.1384377,-21.95461221,,,
218,10/02/20,6fe629a9-085f-4d4e-98a0-fb0cf322c135,10/02/20 08:51,10/02/20 08:51,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,10,,0,0,,Yes,114.1385297,-21.95475038,,,
217,10/02/20,a2254200-2b53-40e8-a42a-8a02dbf1665f,10/02/20 08:45,10/02/20 08:45,Gabby,Exmouth,ExBR,Yes,No,Yes,Resident,,,,,,,,,114.1381828,-21.95473071,,,
216,10/02/20,56add351-1a57-474f-b197-9e3fcdc9330d,10/02/20 08:40,10/02/20 08:40,Gabby,Exmouth,ExBR,Yes,No,Yes,15,Yes,12,15,,0,1,,No,114.1385591,-21.9548711,,,
215,10/02/20,f1d7eba1-3811-47c3-b055-6e0909e485f9,10/02/20 08:14,10/02/20 08:14,Gabby,Exmouth,ExBR,Yes,No,Yes,12,Yes,8,12,,0,0,,Yes,114.1386264,-21.95500708,,,
214,10/02/20,3c41cbfa-a2ac-43dc-985f-214c6dcaa77f,10/02/20 07:57,10/02/20 08:06,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,5,10,,0,0,,No,114.1384827,-21.95566657,,,
155,10/02/20,25e3ff4e-b3d6-4eb1-bb8b-e34a2b2793ef,10/02/20 07:46,10/02/20 07:46,Sam,Tantabiddi,SandyBay,Yes,No,Yes,10,No,0,10,,0,0,,No,113.8426164,-22.2325573,,,
154,10/02/20,2d564f57-dab2-4176-a6f2-362d533288b1,10/02/20 07:37,10/02/20 07:37,Sam,Tantabiddi,SandyBay,Yes,Yes,Yes,10,No,0,10,,0,0,,No,113.8425374,-22.23242617,,,
153,10/02/20,a62a93cc-8a53-446f-8388-6d6cd207483d,10/02/20 04:42,10/02/20 04:42,Sam,Tantabiddi,SandyBay,Yes,No,Yes,8,No,0,8,,0,0,,No,113.8425835,-22.23197806,,,
286,10/02/20,b943ece8-96f6-48c7-b86b-a2eb0409c71b,10/02/20 04:30,10/02/20 04:30,Nicole,Tantabiddi,TantBR,Yes,No,Yes,Resident,Yes,,,,,,,,113.9783434,-21.91235051,,,
152,10/02/20,8cb7aa31-e5dd-4bbf-b7cf-ec073fc260a9,10/02/20 04:29,10/02/20 04:29,Sam,Tantabiddi,SandyBay,Yes,Yes,Yes,8,No,0,8,,0,0,,No,113.8430215,-22.23189271,,,
213,10/02/20,2cd793b7-d7ad-42c9-9eb3-35147e371071,10/02/20 04:16,10/02/20 04:16,Gabby,Tantabiddi,OysterStacks,Yes,No,Yes,12,No,0,12,,0,0,,Yes,113.8793301,-22.12871047,,,
285,10/02/20,ed8612b0-677f-42d6-8b00-82cf8bff2b8f,10/02/20 04:14,10/02/20 04:14,Nicole,Tantabiddi,TantBR,Yes,No,Yes,7,Yes,1,7,,0,0,,No,113.9782151,-21.91231669,,,
212,10/02/20,4ecd3b48-0c35-494a-9a1a-4e9659df9bb1,10/02/20 04:10,10/02/20 04:10,Gabby,Tantabiddi,OysterStacks,Yes,No,Yes,14,No,0,14,,0,0,,Yes,113.8787748,-22.13074101,,,
151,10/02/20,bdf387d8-3ee0-49aa-b61c-a408986c83d9,10/02/20 04:06,10/02/20 04:06,Sam,Tantabiddi,SandyBay,Yes,No,Yes,14,Yes,7,14,,1,2,,No,113.8388089,-22.23810979,,,
211,10/02/20,68cb181a-a351-4d30-a5cb-2f7c16821603,10/02/20 04:03,10/02/20 04:03,Gabby,Tantabiddi,OysterStacks,Yes,No,Yes,9,No,0,9,,0,0,,No,113.8779163,-22.13043515,,,
210,10/02/20,5a42dbff-99c0-4431-a020-b058852c0706,10/02/20 03:57,10/02/20 03:57,Gabby,Tantabiddi,OysterStacks,Yes,No,Yes,8,No,0,8,,0,,,No,113.879171,-22.13123039,Cant remember # times in 2019,,
209,10/02/20,f8ee5900-6a9e-49c6-a580-67f6cde69339,10/02/20 03:47,10/02/20 03:47,Gabby,Tantabiddi,OysterStacks,Yes,No,Yes,12,No,0,12,,0,0,,No,113.9524063,-22.15765416,,,
