"","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you done this survey recently?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date.x","Are you of Aboriginal or Torres Strait Islander origin?","Are you a Traditional Owner of the region?","mLong","mLat","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","created_date.y","Did anything detract from your experience at this site?.x","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?","exLong","exLat","exActivityType","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","created_date.x.x","Did anything detract from your experience at this site?.y","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken from a customary purpose?","nexLong","nexLat","nexActivityType","OBJECTID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number","Comments","created_date.y.y"
"398","48a5e583-8e0a-4224-ba44-44f105847073","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 2:58:23 AM","No","No",121.8931231,-33.86438798,"48a5e583-8e0a-4224-ba44-44f105847073","Boat",NA,"Casting","Lure","9:00","11:00",0,0,5,0,NA,"EndOfDay","Inshore fishing released herring","2123b7b0-8c90-40e4-8216-0a4de3d71d91","4/15/2022 2:59:54 AM","No","No",121.915405,-33.86849719,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"48a5e583-8e0a-4224-ba44-44f105847073",3,26,"None",0,1996,6450,"Esperance","Male",0,0,1,0,5,"52279",NA,"4/15/2022 3:02:41 AM"
"399","f9ba50eb-3783-4575-8621-eb242d578984","NSH","EsperanceBR","Yes","No","Yes","No","4","Yes","2","4","2","4/15/2022 3:11:45 AM","No","No",121.8939062,-33.86468083,"f9ba50eb-3783-4575-8621-eb242d578984","Boat",NA,"Demersal","Bait","8:30","11:00",22,0,10,0,NA,"ActivityChange",NA,"5f3e9d40-bc02-44f4-ab0b-ddb3302b2988","4/15/2022 3:14:43 AM","No","No",121.8955413,-33.91051483,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"f9ba50eb-3783-4575-8621-eb242d578984",30,50,"AOW",200,1969,6430,"Esperance","Male",1,1,0,0,4,"80829",NA,"4/15/2022 3:23:20 AM"
"400","f9ba50eb-3783-4575-8621-eb242d578984","NSH","EsperanceBR","Yes","No","Yes","No","4","Yes","2","4","2","4/15/2022 3:11:45 AM","No","No",121.8939062,-33.86468083,"f9ba50eb-3783-4575-8621-eb242d578984","Boat",NA,"Trolling","Lure","11:00","11:15",0,0,0,0,NA,"EndOfDay",NA,"ca6cf232-e475-45a8-81d5-3d362c71220b","4/15/2022 3:15:46 AM","No","No",121.9309995,-33.88065978,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"f9ba50eb-3783-4575-8621-eb242d578984",30,50,"AOW",200,1969,6430,"Esperance","Male",1,1,0,0,4,"80829",NA,"4/15/2022 3:23:20 AM"
"401","c1269ca1-4178-4f9f-8eeb-6a3963ad05f6","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 3:27:31 AM","No","No",121.8938098,-33.86479011,"c1269ca1-4178-4f9f-8eeb-6a3963ad05f6","Boat",NA,"Demersal","Bait","7:00","11:15",16,35,15,0,"2squid, 2 flat head, 25 sand whiting, 6 herring","EndOfDay",NA,"1cb3619d-de54-4145-9475-c2060ca5a37f","4/15/2022 3:29:08 AM","No","No",121.8536336,-33.90701565,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"c1269ca1-4178-4f9f-8eeb-6a3963ad05f6",10,40,"None",0,1959,6450,"Esperance","Male",0,1,0,1,4,"EW101",NA,"4/15/2022 3:30:56 AM"
"402","e17a1455-fb18-498c-a7d1-ff8bd6ca5af0","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:01:32 AM","No","No",121.891872,-33.86619618,"e17a1455-fb18-498c-a7d1-ff8bd6ca5af0","Boat",NA,"Trolling","Lure","7:00","9:00",0,0,0,0,NA,"ActivityChange",NA,"b09a26cc-b572-4764-8262-82f6a84308cd","4/15/2022 4:03:49 AM","No","No",121.9057708,-33.94446661,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"e17a1455-fb18-498c-a7d1-ff8bd6ca5af0",42,40,"None",0,1974,6450,"Esperance","Male",0,0,0,1,4,"65816",NA,"4/15/2022 4:07:01 AM"
"403","e17a1455-fb18-498c-a7d1-ff8bd6ca5af0","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:01:32 AM","No","No",121.891872,-33.86619618,"e17a1455-fb18-498c-a7d1-ff8bd6ca5af0","Boat",NA,"Demersal","Bait","9:30","11:00",30,0,2,0,NA,"ActivityChange",NA,"f80f0de1-bf0c-4fb2-8db6-404152894ef5","4/15/2022 4:04:55 AM","No","No",122.0261524,-33.88434431,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"e17a1455-fb18-498c-a7d1-ff8bd6ca5af0",42,40,"None",0,1974,6450,"Esperance","Male",0,0,0,1,4,"65816",NA,"4/15/2022 4:07:01 AM"
"404","e17a1455-fb18-498c-a7d1-ff8bd6ca5af0","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:01:32 AM","No","No",121.891872,-33.86619618,"e17a1455-fb18-498c-a7d1-ff8bd6ca5af0","Boat",NA,"Casting","Lure","11:30","12:00",4,1,6,0,"0","EndOfDay",NA,"78e29f2c-9041-43c4-86c5-53482be7b43a","4/15/2022 4:06:00 AM","No","No",121.9000769,-33.8651627,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"e17a1455-fb18-498c-a7d1-ff8bd6ca5af0",42,40,"None",0,1974,6450,"Esperance","Male",0,0,0,1,4,"65816",NA,"4/15/2022 4:07:01 AM"
"405","6d2bfd01-7609-49bd-97d3-875e513cb822","NSH","EsperanceBR","No","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:21:10 AM","No","No",121.8920132,-33.86617257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","8ce1dff4-1f33-458c-b328-19534709f037","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"No",NA,NA,NA,"4/15/2022 4:22:54 AM","No","No",121.8932547,-33.86523296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","1ad8e3b2-70f5-4d7f-9088-7ed94ae942df","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:28:26 AM","No","No",121.8919848,-33.86605532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","e58ec471-186b-4132-a04a-8f9764d757de","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:44:00 AM","No","No",121.8927487,-33.86678165,"e58ec471-186b-4132-a04a-8f9764d757de","Boat",NA,"Demersal","Bait","6:30","11:00",43,4,10,0,"2queenie, 2 breaksea","EndOfDay",NA,"8bb6d9c5-1cc1-4955-be1b-c46d96fd7e65","4/15/2022 4:45:32 AM","No","No",121.8794528,-33.92705816,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"e58ec471-186b-4132-a04a-8f9764d757de",6,30,"None",0,1989,6450,"Esperance","Male",0,1,1,0,4,"EX236",NA,"4/15/2022 4:46:24 AM"
"409","73f69097-9ede-4ca1-92b9-79470a32c70b","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:52:35 AM","No","No",121.8932206,-33.8646188,"73f69097-9ede-4ca1-92b9-79470a32c70b","Boat",NA,"Squidding","Lure","9:00","12:00",9,1,0,0,"Squid","LowCatch",NA,"82a0220c-003a-49e1-b087-8adfd4d88be8","4/15/2022 4:54:28 AM","No","No",121.9067544,-33.88317332,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"73f69097-9ede-4ca1-92b9-79470a32c70b",24,50,"None",0,1959,6450,"Esperance","Male",0,0,0,1,3,"GF120",NA,"4/15/2022 4:57:08 AM"
"410","73f69097-9ede-4ca1-92b9-79470a32c70b","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 4:52:35 AM","No","No",121.8932206,-33.8646188,"73f69097-9ede-4ca1-92b9-79470a32c70b","Boat",NA,"Casting","Bait","12:00","12:45",3,0,0,0,NA,"EndOfDay",NA,"22c491c6-a07a-4cd1-8121-4d86c7024db5","4/15/2022 4:55:41 AM","No","No",121.9006816,-33.86931982,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"73f69097-9ede-4ca1-92b9-79470a32c70b",24,50,"None",0,1959,6450,"Esperance","Male",0,0,0,1,3,"GF120",NA,"4/15/2022 4:57:08 AM"
"411","7c5c128c-b06b-4385-9f1e-d2fe71ed945c","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 5:00:52 AM","No","No",121.8935382,-33.8648427,"7c5c128c-b06b-4385-9f1e-d2fe71ed945c","Boat",NA,"Demersal","Bait","8:30","11:45",70,9,1,0,"Nanny, swallowtail, gummy shark","EndOfDay",NA,"9a112a7b-9f9e-43be-8a42-78213ba74a00","4/15/2022 5:02:45 AM","No","No",121.8258337,-34.06592499,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"7c5c128c-b06b-4385-9f1e-d2fe71ed945c",12,55,"None",0,1947,6450,"Esperance","Male",0,0,0,0,6,"71154",NA,"4/15/2022 5:04:07 AM"
"412","768695e7-1689-42c1-82e6-98710d854dd2","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 5:21:59 AM","No","No",121.8918436,-33.86626461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","b41919e2-ae6e-453a-83c9-33b4c12b6503","NSH","EsperanceBR","Yes","Yes","Yes","No","5","Yes","5","5","0","4/15/2022 5:28:18 AM","No","No",121.8938498,-33.8641714,"b41919e2-ae6e-453a-83c9-33b4c12b6503","Boat",NA,"Demersal","Bait","10:00","13:00",8,10,20,0,"6herring, 2 rock cod, 4 leather jacket","Weather",NA,"2d51efd5-f02f-4b2f-98e6-9ede16a4dc56","4/15/2022 5:30:09 AM","No","No",121.9022225,-33.8828743,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"b41919e2-ae6e-453a-83c9-33b4c12b6503",12,40,"None",0,1957,6108,"Esperance","Male",0,2,0,0,4,"BL147",NA,"4/15/2022 5:34:24 AM"
"414","ee6dafa1-0637-48f4-9e60-91f53a124b65","NSH","EsperanceBR","Yes","No","Yes","No","10","Yes","4","9","0","4/15/2022 5:37:35 AM","No","No",121.8931756,-33.86515584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3dd30195-728c-434f-a8f8-4a9c9b048749","ee6dafa1-0637-48f4-9e60-91f53a124b65","Boat",NA,"TowSport","12:00","13:15",0,"Other","Weather",12,5,NA,"4/15/2022 5:38:51 AM","No","No",121.9049419,-33.85190177,"NonExtractive",27,"ee6dafa1-0637-48f4-9e60-91f53a124b65",40,15,"None",0,1998,6018,"Esperance","Male",3,3,0,0,4,NA,NA,"4/15/2022 5:40:00 AM"
"415","2ab41e1c-c29d-49f8-9e42-94dbd63e416f","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 5:44:25 AM","No","No",121.8933167,-33.86508289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","05f2e315-4391-48ab-8db9-4d40ff60db73","NSH","EsperanceBR","Yes","No","Yes","No","6","Yes","3","6","0","4/15/2022 5:47:52 AM","No","No",121.8931343,-33.86493141,"05f2e315-4391-48ab-8db9-4d40ff60db73","Boat",NA,"Demersal","Both","10:30","13:45",30,0,10,0,NA,"Weather",NA,"a77c2604-d5ce-48b1-afcb-4e4460a3e211","4/15/2022 5:49:27 AM","No","No",121.9057597,-33.89074415,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"05f2e315-4391-48ab-8db9-4d40ff60db73",50,2,"None",0,1997,6110,"Esperance","Male",0,2,0,0,3,"BO642",NA,"4/15/2022 5:51:10 AM"
"417","bdc2ce8d-33f5-4fad-882b-c1f26feab2a2","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 5:53:12 AM","No","No",121.8935612,-33.86468365,"bdc2ce8d-33f5-4fad-882b-c1f26feab2a2","Boat",NA,"Trolling","Lure","9:00","10:00",0,0,0,0,NA,"ActivityChange",NA,"7ec44fb2-4daf-4d51-aeab-64a66a3011ca","4/15/2022 5:54:21 AM","No","No",121.8878792,-33.93688474,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"bdc2ce8d-33f5-4fad-882b-c1f26feab2a2",36,30,"Commercial",200,1974,6450,"Esperance","Male",1,0,0,0,4,"459259",NA,"4/15/2022 5:58:41 AM"
"418","bdc2ce8d-33f5-4fad-882b-c1f26feab2a2","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 5:53:12 AM","No","No",121.8935612,-33.86468365,"bdc2ce8d-33f5-4fad-882b-c1f26feab2a2","Boat",NA,"Casting","Bait","10:00","12:00",10,18,1,0,"12herrung, 6 whiting, 1 squid","EndOfDay",NA,"7660f56d-a1fa-42fb-aea9-567f9ccd5623","4/15/2022 5:55:42 AM","No","No",121.8153688,-33.90062185,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"bdc2ce8d-33f5-4fad-882b-c1f26feab2a2",36,30,"Commercial",200,1974,6450,"Esperance","Male",1,0,0,0,4,"459259",NA,"4/15/2022 5:58:41 AM"
"419","f0766dca-f2af-42e8-8e4a-9fe484bd8c26","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 6:00:50 AM","No","No",121.8937161,-33.86525325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","a80fcc52-46df-43b4-bb73-d23f1f9d0115","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 6:08:27 AM","No","No",121.890928,-33.86569423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","93ac8506-1f4e-42c0-bb67-e380b930d591","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 6:18:03 AM","No","No",121.8934939,-33.86544496,"93ac8506-1f4e-42c0-bb67-e380b930d591","Boat",NA,"Casting","Both","10:00","10:15",20,6,0,0,"Herring","LowCatch",NA,"e4459a55-4cca-452d-a613-b5775e1597c3","4/15/2022 6:20:00 AM","No","No",121.9116701,-33.88029885,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"93ac8506-1f4e-42c0-bb67-e380b930d591",30,55,"None",0,1965,6450,"Esperance","Male",0,0,0,1,3,"AR621",NA,"4/15/2022 6:27:09 AM"
"422","93ac8506-1f4e-42c0-bb67-e380b930d591","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 6:18:03 AM","No","No",121.8934939,-33.86544496,"93ac8506-1f4e-42c0-bb67-e380b930d591","Boat",NA,"Casting","Both","10:30","13:00",20,10,6,0,"Herring, sand whiting, flathead","ActivityChange",NA,"8f8adb0c-1820-4d1d-95ea-7209cfca90ee","4/15/2022 6:21:26 AM","No","No",121.8645178,-33.8848495,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"93ac8506-1f4e-42c0-bb67-e380b930d591",30,55,"None",0,1965,6450,"Esperance","Male",0,0,0,1,3,"AR621",NA,"4/15/2022 6:27:09 AM"
"423","93ac8506-1f4e-42c0-bb67-e380b930d591","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 6:18:03 AM","No","No",121.8934939,-33.86544496,"93ac8506-1f4e-42c0-bb67-e380b930d591","Boat",NA,"Casting","Bait","13:45","14:15",4,5,0,0,"King George, herring","EndOfDay",NA,"9f507710-18f4-47c1-9995-57d675ff7586","4/15/2022 6:22:34 AM","No","No",121.8961108,-33.86523591,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"93ac8506-1f4e-42c0-bb67-e380b930d591",30,55,"None",0,1965,6450,"Esperance","Male",0,0,0,1,3,"AR621",NA,"4/15/2022 6:27:09 AM"
"424","8601227a-74a9-457e-9ea5-0c9fc50db8c6","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 6:31:40 AM","Yes","No",121.8935382,-33.8648427,"8601227a-74a9-457e-9ea5-0c9fc50db8c6","Boat",NA,"Demersal","Both","7:00","14:15",40,14,3,0,"Break sea [8], 4 quuenines, 1 grouper, 1 yellow tail kingfish","EndOfDay",NA,"06dd3f89-1c09-433f-8eae-d010a12b9770","4/15/2022 6:33:42 AM","No","No",121.9005691,-33.92944054,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"8601227a-74a9-457e-9ea5-0c9fc50db8c6",2,0,"None",0,1970,6450,"Esperance","Male",0,1,0,1,5,"BJ207",NA,"4/15/2022 6:35:24 AM"
"425","57df5131-7667-474a-99af-658a3ba21da7","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 7:24:15 AM","No","No",121.8935012,-33.86607045,"57df5131-7667-474a-99af-658a3ba21da7","Boat",NA,"Casting","Lure","10:00","11:00",30,8,2,0,"Herring","EndOfDay",NA,"adcdddc9-8127-464f-aea3-0a2e47dc5f79","4/15/2022 7:27:25 AM","No","No",122.0184467,-33.98884506,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"57df5131-7667-474a-99af-658a3ba21da7",12,0,"None",0,1966,6450,"Esperance","Male",0,0,0,1,4,"EM274",NA,"4/15/2022 7:35:07 AM"
"426","b6b0e669-07b1-429a-82f4-26169acde047","NSH","BandyCreekBR","Yes","No","Yes","No","7","Yes","3","4","0","4/15/2022 8:00:13 AM","No","No",121.893498,-33.86510307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08e4f808-e613-4674-a3bc-0dcefcdedc89","b6b0e669-07b1-429a-82f4-26169acde047","Boat",NA,"Beachgoing","14:00","16:00",0,"Other","EndOfDay",4,1,NA,"4/15/2022 8:01:25 AM","No","No",121.93178,-33.83329577,"NonExtractive",33,"b6b0e669-07b1-429a-82f4-26169acde047",5,12,"None",0,1992,6061,"Esperance","Male",1,1,0,0,3,"63957",NA,"4/15/2022 8:04:22 AM"
"427","fd8a8b32-1478-4088-84b9-28112b8f0a07","NSH","BandyCreekBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 8:30:33 AM","No","No",121.9314282,-33.83341028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","5af31222-4c9f-4522-98a5-34255387ccea","NSH","BandyCreekBR","No","No","Yes","Yes",NA,"Yes",NA,NA,NA,"4/15/2022 8:36:38 AM","No","No",121.9311447,-33.83332618,"5af31222-4c9f-4522-98a5-34255387ccea","Boat",NA,"Demersal","Both","7:00","15:00",75,40,50,2,"Nanny, breaksea cod, blue grouper, yellow tail king fish","EndOfDay",NA,"d42c7fd6-c277-4e61-ad53-a78f40095798","4/15/2022 8:39:43 AM","No","No",122.2003226,-34.34522388,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"5af31222-4c9f-4522-98a5-34255387ccea",30,40,"AOW",50,1978,6450,"Esperance","Male",0,4,0,0,8,NA,NA,"4/15/2022 8:42:32 AM"
"429","308d1a28-5890-4c26-b795-5fc5c0c55e65","NSH","EsperanceBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,NA,"4/16/2022 2:45:03 AM","No","No",121.8929483,-33.86504398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","3d2cb882-be3a-4ae5-9836-6ba64e411968","NSH","EsperanceBR","Yes","No","Yes","Yes","4","Yes","4","4","0","4/16/2022 3:29:57 AM","No","No",121.8932095,-33.86515243,"3d2cb882-be3a-4ae5-9836-6ba64e411968","Boat",NA,"Demersal","Bait","9:00","11:00",50,8,2,0,"Breaksea cod, harekwuien, mulloway, swallow tail","EndOfDay",NA,"bf9040e3-3691-4b06-b8b2-4e58d91aead4","4/16/2022 3:32:00 AM","No","No",121.8662239,-33.92731374,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"3d2cb882-be3a-4ae5-9836-6ba64e411968",20,20,"None",0,2002,6330,"Esperance","Male",0,2,0,0,3,"Dd117",NA,"4/16/2022 3:37:13 AM"
"431","900bd04d-ee24-4343-8031-7aa1ebf9b627","NSH","EsperanceBR","Yes","Yes","Yes","No","4","Yes","1","2","0","4/16/2022 3:40:40 AM","No","No",121.8934569,-33.86507884,"900bd04d-ee24-4343-8031-7aa1ebf9b627","Boat",NA,"Scuba",NA,"8:00","9:00",18,2,0,0,"Grouper, boar fish","Necessity",NA,"a631150f-a0fc-46d9-9894-88317008d1b6","4/16/2022 3:42:30 AM","No","No",121.9030352,-33.92618656,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"900bd04d-ee24-4343-8031-7aa1ebf9b627",30,20,"OW",15,1990,6019,"Esperance","Male",1,1,0,0,4,NA,NA,"4/16/2022 3:45:09 AM"
"432","900bd04d-ee24-4343-8031-7aa1ebf9b627","NSH","EsperanceBR","Yes","Yes","Yes","No","4","Yes","1","2","0","4/16/2022 3:40:40 AM","No","No",121.8934569,-33.86507884,"900bd04d-ee24-4343-8031-7aa1ebf9b627","Boat",NA,"Casting","Bait","11:00","11:30",4,6,12,0,"Herring","EndOfDay",NA,"9d3a1388-5902-484e-9953-435be27ca5f3","4/16/2022 3:43:46 AM","No","No",121.9023544,-33.86192259,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"900bd04d-ee24-4343-8031-7aa1ebf9b627",30,20,"OW",15,1990,6019,"Esperance","Male",1,1,0,0,4,NA,NA,"4/16/2022 3:45:09 AM"
